0,1,2
2020-05-11 23:58:53+00:00,"Hon'ble healthminister,I am not aware of any praise by various countries regarding india 's handling of covid which you repeatedly claim ,if anything they voice concern over low testing. In india .pl clarify #HarshVardhan #mohfw #PMModi",ColSwamy
2020-05-11 23:58:13+00:00,True! Now CMs concern regarding the exponential raise of Covid cases is a drama. They initiated it by opening liwuor shops at red zone. And now asking for lockdown extension. It is better to stay stranded than quarantine in some unknown place. I wish nobody books flight!,Ajantiika
2020-05-11 23:57:20+00:00,"IIT Guwahati, Duke-NUS use data science to assess Covid-19 impact in India https://gofirstnews.com/iit-guwahati-duke-nus-use-data-science-to-assess-covid-19-impact-in-india/",GoFirstNews1
2020-05-11 23:57:19+00:00,"IIT Guwahati, Duke-NUS use data science to assess Covid-19 impact in India https://gofirstnews.com/iit-guwahati-duke-nus-use-data-science-to-assess-covid-19-impact-in-india/",kuldeepsingh250
2020-05-11 23:56:30+00:00,Our savings are getting used up. We registered for the evacuation under #VandeBharatMission but got no reply. Also no flights from DC to Mumbai are arranged under the mission. Our families in India are really worried and in mental stress Please consider and help us. #Covid_19,lkarekar
2020-05-11 23:54:33+00:00,Safoora Zargar: Why did India jail a pregnant student during Covid-19? http://dlvr.it/RWSNkk,charles70009741
2020-05-11 23:54:22+00:00,"Data | COVID-19 has affected higher share of men in India, difference relatively lesser in other countries https://www.infeedio.com/data-covid-19-has-affected-higher-share-of-men-in-india-difference-relatively-lesser-in-other-countries/",infeedio
2020-05-11 23:52:55+00:00," #COVID_19 #Lastest #Covid-19 #StatusUpdate Total number of positive cases across the world: 4,243,748 #Number of deaths: 286,563 #Recovered: 1,521,269 Total number of positive cases in India: 70,768 #Number of deaths: 2,294 #Recovered: 22,549",WasiqMahmoodL
2020-05-11 23:52:05+00:00,#india that's all are bullshit Delhi gov do well I know not every area but working fine Pls don't make the politics in covid 19 comes together then we can fight gud ...#ArvindKejriwal #COVID19 bcz if you say that like centre gov is Urs u do in your way can't blame anyone #BJP,RobinSingh014
2020-05-11 23:50:22+00:00,Tihar Jail on high alert after rape victim tests COVID-19 positive | India News https://www.news4nations.com/index.php/2020/05/11/tihar-jail-on-high-alert-after-rape-victim-tests-covid-19-positive-india-news/,news4_nations
2020-05-11 23:49:53+00:00,Five Air India pilots test Covid-19 negative on re-testing ,GetNewsd
2020-05-11 23:48:48+00:00,India's latest entrant in billionaires club byju's raveendran! (-https://bit.ly/3brkv17) #NationalTechnologyDay #lockdown #Covid_19 #Lockdown4 #ChimeSweepstakes #webinar (-https://bit.ly/3brkv17),twityou001
2020-05-11 23:48:00+00:00,"India develops UV sanitisation system to sanitise all electronic gadgets, currency and papers.. #India #DRDO #UV #Sanitisation #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19",TPE_connect
2020-05-11 23:47:23+00:00,Sahanaa Vavatu https://youtu.be/L8Ak-KZq4rI via @YouTube #NYC #Brooklyn #Bronx #Queens #StatenIsland #USA #India #Hindu #Vedanta #Advaita #Vedic #Kartikeya #mondaythoughts #coronavirus #Covid_19 #StayAtHome #AloneTogether,JohnMartini3
2020-05-11 23:47:19+00:00,"Las potencias imperialistas han gastado en 2019, dos billones de dólares en Armas. EU: 732 mil millones de dls, China 261 mmd, Rusia 71 mmd, India,Arabia Saudita 25 mmd. Pero no tienen dinero para combatir Covid-19. Basta de guerras!!! ",Mexteki
2020-05-11 23:46:28+00:00,#Police in #India behaving worse than thugs #COVID19 #Covid_19india #PoliceBrutality #PoliceViolence #Indians,ilhak2000
2020-05-11 23:45:21+00:00,"Maha Covid cases cross 23,000-mark – india news ",allaboutbelagav
2020-05-11 23:44:29+00:00,How #Police in #india behaves with its citizens in the this time of distress. #COVID19 #Covid_19india #Muslimphobia_In_India ,ilhak2000
2020-05-11 23:43:43+00:00,@vaibhavUP65 what's our policy regarding china. Lets me remind u what china did 1. Aksai chin 2. Arunachal Pradesh 3. Masood azar 4. Covid 19 deaths 5. Economic fall due to covid 19 6. Nepal stand against India (China's game plan) Etc etc Can't india stand against china?,SumeetPatra4
2020-05-11 23:42:52+00:00,"During the COVID-19 crisis, Smiles4millions Foundation, a URI member group in Bihar, India, are using social media to empower people to work from home where possible. https://www.facebook.com/photo.php?fbid=2226855110956514&amp;set=a.1416046062037427&amp;type=3&amp;theater",uriglobal
2020-05-11 23:42:22+00:00,@majorgauravarya what's your policy regarding china. Lets me remind u what china did 1. Aksai chin 2. Arunachal Pradesh 3. Masood azar 4. Covid 19 deaths 5. Economic fall due to covid 19 6. Nepal stand against India (China's game plan) Etc Can't india stand against china?,SumeetPatra4
2020-05-11 23:42:20+00:00,Delhi govt explores options for school education post Covid-19 – Times of India https://gofirstnews.com/delhi-govt-explores-options-for-school-education-post-covid-19-times-of-india/,GoFirstNews1
2020-05-11 23:42:17+00:00,Delhi govt explores options for school education post Covid-19 – Times of India https://gofirstnews.com/delhi-govt-explores-options-for-school-education-post-covid-19-times-of-india/,kuldeepsingh250
2020-05-11 23:41:35+00:00,@sudhirchaudhary what's our policy regarding china. Lets me remind u what china did 1. Aksai chin 2. Arunachal Pradesh 3. Masood azar 4. Covid 19 deaths 5. Economic fall due to covid 19 6. Nepal stand against India (China's game plan) Etc etc Can't india stand against china?,SumeetPatra4
