0,1,2
2020-05-05 23:57:36+00:00,http://tinyurl.com/yd67oqpr New Berklee India Exchange Music Video Supports Musicians Affected by COVID-19,prpnews
2020-05-05 23:55:18+00:00,Covid-19 deaths soar by 199; West Bengal adds 72 from earlier - ,gone_india
2020-05-05 23:55:10+00:00,"There is only a steady upward trend and there has never been a downward trend in number of confirmed cases. LOOKS LIKE, COVID-19 IS BREAKING THE BUILT IN IMMUNITY OF PEOPLE IN INDIA. THE INFECTION AND MORTALITY RATE WILL SURGE VERY RAPIDLY AND EXPONENTIALLY.",Power79646739
2020-05-05 23:54:46+00:00,Social distance but there is no social distance in India on wine shops and labbled Muslims for Covid-19 ,AijjuR
2020-05-05 23:54:32+00:00,Live: India reports sharpest rise in Covid toll http://dlvr.it/RW4nrK,ZyiteGadgets
2020-05-05 23:53:57+00:00,Covid-19: India offers land twice Luxembourg's size to firms leaving China ,AsthanaShubhamS
2020-05-05 23:52:56+00:00,"Hello everyone why the government is not understanding the Situation going in india , this is the last stage of COVID-19 In this stage why govt. Is deciding to open the liquor shops #COVID #Covid_19 #saynotoliquorshop #coronavirusinindia #government",AqeelUr_Rahman
2020-05-05 23:52:13+00:00,"NEW TMT #BLOG ""Whatsapp Neurology: Meeting the Challenges of Teleneurology in India during the COVID-19 Pandemic"" https://telehealthandmedicinetoday.com/index.php/journal/announcement #Whatsapp #neurology #teleneurology #India #COVID19",THMToday
2020-05-05 23:52:07+00:00,@PMOIndia @narendramodi @HMOIndia @AmitShah Why is India not able to step up Covid Testing on a War footing? How do we believe the numbers declared by the Government whereas new cases are erupting in a flock daily! #IncreaseCovid19Testing,gauravjmehta
2020-05-05 23:51:30+00:00,"Scary.. Here, in India, too, Private Hospitals are having 30 - 40% Occupancy for non Covid cases n OPDs are near empty.. #COVIDー19",drmcshekhar
2020-05-05 23:49:57+00:00,COVID-19: Medical trial of immunity boosting drug started in infected patients in India ,CHANDANSEN1998
2020-05-05 23:49:13+00:00,"Join @KPMG_US 5/6 at 4EST for a webcast ""Road to New Reality: India insights - COVID 19: Anti-bribery and corruption compliance risks"". We'll take a deeper dive into recent COVID-19 related trends &amp; alerts with a highlight on #anti-bribery and #compliance. https://bit.ly/2YCwzKn",innovationboss
2020-05-05 23:49:13+00:00,Project India 2.0 unaffected by Covid-19: Volkswagen – Times of India ,newsiconicindia
2020-05-05 23:48:38+00:00,Covid-19: India offers land twice Luxembourg's size to firms leaving China https://timesofindia.indiatimes.com/business/india-business/covid-19-india-offers-land-twice-luxembourgs-size-to-firms-leaving-china/articleshow/75546291.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi,AsthanaShubhamS
2020-05-05 23:48:21+00:00,COVID 19 Maharashtra More Than 15000 Case Delhi Number Crossed Five Thousand Latest Breaking News | Celebrity News and Gossip | The India News Today - ,tindianewstoday
2020-05-05 23:46:40+00:00,You are right but in india population big problems for test ..... regional politics so much .....herd immunity sivay option nthi .....Live with covid-19...,DrBhargav003
2020-05-05 23:46:25+00:00,*अंतिम संस्कार मे 10 व्यक्ति* *शादी ब्याह मे 20 व्यक्ति ..* *दारू भट्ठी के लिए अनलिमिटेड छूट ..* #_COVID-19#_INDIA,RaghvendraSahni
2020-05-05 23:46:01+00:00,Covid-19 deaths soar by 199; West Bengal adds 72 from earlier | India News ,republicpostin
2020-05-05 23:45:26+00:00,"Rajneeti News (Maharashtra Covid-19 cases rise by 841 to 15,525; 34 deaths - Times of India) MUMBAI: Maharashtra on Tuesday reported 841 new Covid-19 cases and 34 deaths, taking the overall case count to 15,525 and the ... has been published on Rajneeti News - ... ",RajneetiNews
2020-05-05 23:44:22+00:00,"Coronavirus COVID-19: Akshay, Ajay among B’wood stars in Dharavi rappers’ music video ",India_NewsLive
2020-05-05 23:43:48+00:00,"COVID-19 Death Toll Rises To 1,583 In India; Cases Climb To 46,711: Health Ministry - https://www.insiderspirit.com/covid-19-death-toll-rises-to-1583-in-india-cases-climb-to-46711-health-ministry/",InsiderSpirit
2020-05-05 23:43:42+00:00,INDIA COVID-19 1 - 10k - 75 days 10k - 20k - 10 days 20k - 30k - 6 days 30k - 40k - 5 days 40k - 50k - 3 days,man_sho1942
2020-05-05 23:41:49+00:00,Delhi ITBP camp sealed as 23 more test Covid-19 positive ,India_NewsLive
2020-05-05 23:41:15+00:00,It's despicable how the government tried to force the use of a drug that generally fails just to use the stockpile Trump bought from India as a 'quick' remedy for Covid-19. Good for the whistleblower! He has character and morals! ,claudia79912
2020-05-05 23:40:03+00:00,India’s poor: Caught between Hunger and Covid 19 https://pacificcreator.wordpress.com/2020/05/06/indias-poor-caught-between-hunger-and-covid-19/,Journo_Imraan
2020-05-05 23:39:53+00:00,"To @narendramodi @PMOIndia @drharshvardhan @MoHFW_INDIA @CMOGuj @GSNRGF @InfoGujarat @CollectorVad @CollectorAnd @RanaDilipkumar @VPSecretariat New update on COVID-19 ON KIDS, Watch ""Americans restart lives as 3 biggest states reopen"" on YouTube ",PatelYakesh
2020-05-05 23:39:28+00:00,Delhi ITBP camp sealed as 23 more test Covid-19 positive – india news ,allaboutbelagav
2020-05-05 23:39:14+00:00,"Join @KPMG_US 5/6 at 4EST for a webcast ""Road to New Reality: India insights - COVID 19: Anti-bribery and corruption compliance risks"". We'll take a deeper dive into recent COVID-19 related trends &amp; alerts with a highlight on #anti-bribery and #compliance. https://bit.ly/3dhG5Xt",CHomaychak
2020-05-05 23:35:53+00:00,Yeah sure sir definitely we will cooperate with government until finish the covid 19 if you take care of everyone's problems in India because of they are taking of yours problems hence govt should take those problems. Yes covid 19 is not ours problem.This is govt carelessness ,JaiHari77187626
2020-05-05 23:35:43+00:00,@drharshvardhan sir i have read today about ivermectin a medicine used for parasites is curing covid 19 100% in 48 hours. as Aus medical university. xan we also implement in india,parvinderwalia
2020-05-05 23:35:19+00:00,India's evacaution plan for stranded citizens for first week in one page: #COVID #evacuationplan ,RAJNEES42530170
2020-05-05 23:35:17+00:00,Varun Dhawan tweets his excitement as Israeli official announces ‘significant breakthrough’ in treatment for COVID-19 – Times of India ,newsiconicindia
2020-05-05 23:33:00+00:00,1.353 Billion people in India and only 1583 deaths related to Covid? Et math is weird,laletrasiente
2020-05-05 23:32:55+00:00,"Watch ""Race to find COVID-19 vaccine intensifying l ABC News"" on YouTube ",PatelYakesh
2020-05-05 23:32:37+00:00,"Just google it. Turkey, Costa Rica, India, Korea, Czech Republic, Bahrain, Senegal, Australia and more using it for covid. This isn’t even a debatable or controversial point. Plasma seems very promising but not drug or mass produced. Remdesevir similar but less promising.",Smi50456413Geno
2020-05-05 23:32:23+00:00,"Stay Calm, eat and go outside ... there r 14 viruses like COVID-19 ... see https://absa.org/wp-content/uploads/2017/01/ZoonoticFactSheet.pdf for 100s to 1000s of ys ... u can get from people who eat rats (India) , roaches (France), bats (China), monkeys (Africa), to name a few .... https://youtu.be/7TasM4uRj74 via @YouTube",TurtleD18093793
2020-05-05 23:30:37+00:00,"What is the progress in developing a vaccine? No research yet. ICMR is biggest failure in innovations regarding developing vaccines or testing kits. Other than giving covid case count, they are doing nothing. It is a failure in India.",jithinjacob007
2020-05-05 23:30:12+00:00,COVID-19: UK declares 12 further flights to evacuate stranded nationals from India https://csybuzz.live/world-news/covid-19-uk-declares-12-further-flights-to-evacuate-stranded-nationals-from-india/?feed_id=6446&amp;_unique_id=5eb1f70329b19,csybuzz
2020-05-05 23:30:06+00:00,The @TISouthAust are running a series of global in-market updates. In-market experts from Austrade India will discuss current impacts of COVID-19 &amp; opportunities in the wine sector in India. http://ow.ly/jgbv50zxXsG,SA_PIRSA
2020-05-05 23:30:05+00:00,"Very good point - leftists all ranting on about poverty, deprivation and crowded housing among our BAME poeple but ignore South Africa and India, where these things are ten times worse but they have much less covid 19.",gridnash
2020-05-05 23:29:40+00:00,PM Modi reviews status of India’s Covid-19 vaccine development efforts – india news http://zeronews.org/index.php/2020/05/05/pm-modi-evaluations-standing-of-indias-covid-19-vaccine-growth-efforts-india-information/,zeronews5
2020-05-05 23:28:10+00:00,"COVID-19 challenge: India must decide on a large stimulus package, says Professor Abhijit Banerjee https://gofirstnews.com/covid-19-challenge-india-must-decide-on-a-large-stimulus-package-says-professor-abhijit-banerjee/",kuldeepsingh250
2020-05-05 23:28:08+00:00,A third of the people who died of COVID in India died of lockdown already and the effects of economic collapse have years to go.,Sparknottle
2020-05-05 23:27:54+00:00,India Cancels COVID Test Kit Order from China Over Quality Issue |CCP Vi... https://youtu.be/_KYdLPgx6WQ via @YouTube,JX31965
2020-05-05 23:26:32+00:00,"Fighting Stigma : Coronavirus | India registers highest surge in COVID cases and deaths in 24-hours: The Health Ministry has asked States/UTs to ensure that all services like immunisation, maternal-child health services, services for critically ill… http://dlvr.it/RW4lRf",PairsonnalitesU
2020-05-05 23:24:57+00:00,PM Modi reviews status of India’s efforts in vaccine development against COVID-19 coronavirus https://news.familysouq.net/pm-modi-reviews-status-of-indias-efforts-in-vaccine-development-against-covid-19-coronavirus/,worldnews911
2020-05-05 23:22:42+00:00,EPFO is settling Covid 19 advances on priority. The time for processing other types of claims is 20 days. Please bear with us as we are committed to serve you despite all constraints. You may please register your grievance at http://epfigms.gov.in for any delays beyond 20 days,socialepfo
