0,1,2
2020-05-24 23:59:04+00:00,After COVID READY Next is EASY RULES+CARE 1 EARLY TREATMENT &gt;ALL on Highway MUST have MONTHLY RMP DOCTOR NOTE eg.Oxygen+Temp.ADHAR#Etc. (Like VEHICLE&gt;paid-PUC) 2 GROWTH Needs Open DISTRICT &gt;NOTIFIED WORK Can't START as OWNER/OTHERS can't DRIVE to SITE due to DISTRICT CloseDOWN,gnkamat
2020-05-24 23:57:40+00:00,Suspend Air travel or history will remember us for some greatest blunders of Covid India ,vt2rbi
2020-05-24 23:56:38+00:00,"Sir,Request you to permit interstate movement of businessmen in private cars on producing Covid19 -ve report issued by ICMR approved lab&to exempt epass for Covid -ve persons to save time. cc @AmitShah @MoHFW_INDIA @nitin_gadkari @ICMRDELHI @narendramodi",kathir1234
2020-05-24 23:56:00+00:00,"MODIJI , AB YEH TAKLIF BAHUT BADH RAHI HAI. APP SAMJO, THERE IS NO OPTION THAN GANGAJAL TO CURE COVID EVEN I AM TIRED WRITING YOU AND ICMR. BUT I WON'T STOP. BECAUSE I KNOW GANGAJAL IS THE SURESHOT CURE , I LOVE MY INDIA. BHAVESH RAVAL. 7045305866 ravalbhavesh349@gmail.com ",BHAVESH24646706
2020-05-24 23:55:14+00:00,India continues to support Mauritius to contain Covid https://economictimes.indiatimes.com/news/politics-and-nation/india-continues-to-support-mauritius-to-contain-covid/articleshow/75920352.cms via NaMo App,ajay_pvt
2020-05-24 23:54:48+00:00,@PMOIndia #IndiaFightsCoronavirus #coronavirus #lockdownindia Govt earlier declared most of the Covid patients in India were Asymptomatic!This is how we nullify the Lockdown benefits with Flights.What a joke on poor migrants who suffered of Lockdown!!! ,rameshxyz
2020-05-24 23:54:03+00:00,Fighting Stigma : Health Experts Devise New Method To Handle COVID-19 Dead Bodies Without Fear: In India especially it created a huge row when residents of Mumbai took to the High Court to seek an order restraining burial of bodies of COVID-19 ... http://dlvr.it/RXHNYH,PairsonnalitesU
2020-05-24 23:54:02+00:00,"Fighting Stigma — Women in India suffer as Covid-19 lockdown hits sanitary pads supply: Menstruation a stigma. For over a decade, Tarun Kumar's NGO, Nischay, has been working to address the menstrual hygiene issues in the eastern ... http://dlvr.it/RXHNXP",stigmabase
2020-05-24 23:53:22+00:00,Use Of Hydroxychloroquine As A Protective Measure Against COVID Likely To be Done In India - https://goo.gl/alerts/grwMm #GoogleAlerts,BlondieClimate
2020-05-24 23:52:01+00:00,Maharashtra: One more minister from Uddhav Thackeray cabinet tests Covid-19 positive | Mumbai News – Times of India ,todaynews_24x7
2020-05-24 23:51:33+00:00,"COVID 19 news update articles, India. 25th May 2020. ",rajakesarimdk
2020-05-24 23:46:55+00:00,Dados de HOJE da COVID-19: País / População / Mortes por milhão Estados Unidos / 330 milhões / 300 Índia / 1 bilhão 378 milhões / 3 China / 1 bilhão 439 milhões / 3 Alguém é tão ingênuo de acreditar nisso? Vejam os dados atualizados: https://www.worldometers.info/coronavirus/,marioschuster
2020-05-24 23:46:15+00:00,How Ludo King Became a COVID Quarantine Sensation in India ,WorldNewj
2020-05-24 23:42:14+00:00,"Castro's Dream Writing Contest 2020 on India Post Covid 19, Do Participate, Share and Support, Hurry up :) ",AbishakeCastro
2020-05-24 23:40:05+00:00,The author doesn’t understand how homeopathy medicines work. It doesn’t have any side effects You can’t find proof for homeopathy medicine in Google scholar. Also the time since covid 19 outbreak in India is only 3 months. So you may not find many journals immediately.,karthikk_h
2020-05-24 23:37:53+00:00,"Not just cost-ease of business, IP theft issue, productivity, quality of edn, ethics, national security, etc. all matter. Post covid US learns lesson not to depend on just one country anymore for cheap indentured labor. India can nvr beat autocratic China policies for decisions.",allmaaya
2020-05-24 23:37:07+00:00,New York reports lowest number of daily Covid-19 deaths in weeks – Times of India ,Amit00914852
2020-05-24 23:35:55+00:00,Here’s what will likely happen post-Covid: US Companies will move operations from China to India and Vietnam or attempt to onshore more production. They can make iPhones in India. China losing US business would simply be devastating to their already fragile economy.,EthereumWest
2020-05-24 23:35:24+00:00,I have decided not to be part of congregational prayer of Eid ul Fitr. We are praying at home with family members. I feel it’s my responsibility to be a part of break the chain of #Covid_19india as a responsible Muslim citizen of India. #EidUlFitr #MuslimsPrayAtHome,infomubashir
2020-05-24 23:35:08+00:00,"Difícil entender seu pensamento. Várias cidades da Europa decretaram , a Índia decretou e comprovadamente reduziram o índice de contaminação por covid. Porque q no Brasil não pode? Estão politizando uma questão de saúde pública. É muita indiotice.",Aprendi34503386
2020-05-24 23:34:28+00:00,View: Opportunities India should leverage to make it a global post-Covid model economy https://www.newsindia360.in/view-alternatives-india-ought-to-leverage-to-make-it-a-world-post-covid-mannequin-economic-system/,Ajitpandey798
2020-05-24 23:33:43+00:00,"Daeda:If he can so can every1 Me:No, it's like saying if you can afford a car they too Daeda:I don't drive Don't go off-topic They should wait patiently or go on their own Me:And who takes care of their health & necessities? Daeda:They have savings (2/2) #COVIDIOTS #CovidIndia",Kshitij_Mirage
2020-05-24 23:33:10+00:00,Eles tem 470 mil pacientes. Fizeram hcq e quiseram mostrar oa resultados. Foram impedidos. Uso precoce. A Índia com 1 bilhao de pessoas e pouco covid usando cloroquina profilática. O tempo dirá.,julianabt
2020-05-24 23:32:15+00:00,Aerolíneas en India reanudarán vuelos domésticos pese a aumento de casos de Covid-19 ,ctmx_finanzas
2020-05-24 23:30:55+00:00,"India is now the 10th highest in number of #COVID2019 cases across world. And don't forget, that's with a paltry numbed of tests done so far. Barely 300000 tests done. Which is.2% of the population of India... #Covid_19india",maddyb65
2020-05-24 23:28:38+00:00,This is heartbreaking. Covid is wicked and far from over. I'm safe and fed...and grateful for that. Coronavirus India: Death and despair as migrant workers flee cities ,ezpainter
2020-05-24 23:24:53+00:00,#India #Covid_19india India will see similar sanction if it doesn't get it's act together. ,rab9604
2020-05-24 23:24:44+00:00,"In COVID-19 Crisis, Drug And Consumer Stocks Soar In India https://www.todaysnewsdesk.com/in-covid-19-crisis-drug-and-consumer-stocks-soar-in-india/",todaysnewsdesk
2020-05-24 23:23:59+00:00,Women in India suffer as Covid-19 lockdown hits sanitary pads supply http://rfi.my/5wrO.T via @RFI_En,cestleiden
2020-05-24 23:22:51+00:00,"Em questão das outras mortes, a gente é o pais que mais mata no trânsito. Seu conhecimento é raso. Observe a argentina,nova Zelândia... Uma boa administração tem esses resultados.. Fala de habitantes? Oq vc me diz da Índia com 3 mil mortes do covid?",Pedrowow3
2020-05-24 23:21:59+00:00,"The government of Maharashtra state in India has allowed 25 flights per day to operate to/from Mumbai. This comes as COVID-19 cases continue to rise, while India eases its lockdown. Maharashtra state recorded 2,608 new cases on Saturday. #india #mumbai #planespotting #flight",AeroNewsX
2020-05-24 23:21:32+00:00,.@narendramodi @amitshah : Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown - Sign the Petition! http://chng.it/rTzJ4t2Q via @ChangeOrg_India,maj33d
2020-05-24 23:20:51+00:00,"164 workers test positive for COVID-19 at world's deepest mine http://ctv.news/0cD6Noh @vikramchandra this proves all your number based theories are wrong . ""A VAST MAJORITY SHOWED NO SYMPTOMS "" means all other regimes including India should find out no of asymptomatic cases.",GhanashyamDas81
2020-05-24 23:19:43+00:00,Un hombre en la India ayuda a una Cobra Rey a vencer tanto calor .... #midiariozulia #Domingo #quedateencasa #covid_19 #FelizFindeSemana #cuarentena #zulianos #venezuela #midiariooficial #24deMayo #utilizaelcinturón,midiariozulia
2020-05-24 23:18:18+00:00,COVID-19 cases: India now in leading 10 ,IndiaImportant
2020-05-24 23:17:50+00:00,"#Covid_19india another alarming day, positive cases in India in 24 hours are 7,113. #Lockdown4 is not containing the spread of #CoronavirusIndia as it was earlier. @MoHFW_INDIA @zeesalaamtweet @News18Bihar @News18Urdu @TimesTiranga @NewsChattisgarh @ANI @PTI_News",mdirshadahmad
2020-05-24 23:17:39+00:00,Virus strains on bats in China lab not matching Covid-19: Director ,India_NewsLive
2020-05-24 23:16:36+00:00,Fighting COVID-19: India lends a helping hand to the African continent https://www.financialexpress.com/defence/fighting-covid-19-india-lends-a-helping-hand-to-the-african-continent/1968392/,ChandraParikh
2020-05-24 23:16:09+00:00,@WSJ @nytimes @TheEconomist @AlJazeera @WHO @MoHFW_INDIA @narendramodi Ruling BJP admitting its own failure on not being able to tackle covid situation in MUMBAI. @BBCHindi @amitmalviya @BJP4India @RSSorg @ndtv @sardesairajdeep @aajtak @guardian @RajatSharmaLive @nhk_news,Saurabh29970585
2020-05-24 23:15:24+00:00,India continues to support Mauritius to contain Covid https://economictimes.indiatimes.com/news/politics-and-nation/india-continues-to-support-mauritius-to-contain-covid/articleshow/75920352.cms,ChandraParikh
2020-05-24 23:12:36+00:00,"Mumbai reports 1,725 new cases of Covid-19, 39 deaths | Mumbai News – Times of India ",todaynews_24x7
2020-05-24 23:12:15+00:00,"Só ressaltando que quando teve os primeiros casos na Índia, foi aderido uma forte quarentena, o que podemos ver que afetou a curva da covid por lá, deve ser dahora ter um governo.",DougJeova
2020-05-24 23:11:45+00:00,I feel if he was PM COVID would have not dared to enter India ,Iv_pinto
2020-05-24 23:10:31+00:00,Covid-19: Positivity rate per 100 tests rises to 5% in last 2 weeks | India News http://dinowap.in/covid-19-positivity-rate-per-100-tests-rises-to-5-in-last-2-weeks-india-news/,in_dinx
2020-05-24 23:09:19+00:00,"Vei tem muitos bolsominion que quando vc cita o exemplo da Argentina ou outros países da América do Sul que tem poucos casos de covid, diz que o Brasil tem muitos casos por causa do tamanho da sua população, fui ver hoje informações sobre a Índia.",DougJeova
2020-05-24 23:08:46+00:00,"Thanks for the decision sir. However,my question to some Govt which are giving a 14 days mandate for institute quarantine. Really its a no logical if the passenger has no sign of COVID. I have planned for my place for 1 week. Why should I go to admit their institute for 14 days?",AmitBan31307456
2020-05-24 23:08:18+00:00,"@Sins_Of_Syntax , @nisha_kurup India now in top 10 COVID affected countries. Overtook Iran over the weekend. @vishj05 @Pun_Starr",blu3f1nch
