0,1,2
2020-05-14 23:59:53+00:00,News 15th May 1. India has tested 2M peoples for Covid-19 with the lowest confirmed case. 2. India is just 1000 cases behind China after its outbreak in wuhan in Dec 2019. 3. YouTube server is down &amp; probability to be down for a week. 4. Bengal Hindus are getting killed .,AmitGup98404082
2020-05-14 23:59:07+00:00,#Modi spent Rs 100 crore for #NamasteTrump to welcome #COVID in #India #Gujarati &amp; whole India paying price for his stupidity. @ashoswai https://twitter.com/ashoswai/status/1260864728156590085,parveezjaleel
2020-05-14 23:59:02+00:00,"COMBATE A COVID-19 - Mesmo tendo menos recursos que o governo da Índia, o Estado de Kerala se saiu muito melhor no controle da curva de infectados. Assim também, mesmo tendo menos recursos que o semelhante país vizinho, as Filipinas, o Vietnam também teve melhor desempenho. ",garridotiago
2020-05-14 23:58:46+00:00,Aarogya Setu: Why India's Covid-19 contact tracing app is controversial ,BBCWorld
2020-05-14 23:58:46+00:00,Aarogya Setu: Why India's Covid-19 contact tracing app is controversial https://bbc.in/2WvPsx9,BBCNewsAsia
2020-05-14 23:57:49+00:00,@MoHFW_INDIA have issued guidelines for home isolation for Covid cases ,ArpitaSharadToi
2020-05-14 23:57:44+00:00,"#GoaDiary_Goa_News India logs 78,003 Covid cases, FM announces 2nd tranche of economic package ",omgoa_dot_com
2020-05-14 23:57:12+00:00,"#GoaDiary_Goa_News India has been pro-active, pre-emptive in Covid fight: Harsh Vardhan #HealthMinister",omgoa_dot_com
2020-05-14 23:57:10+00:00,@PiyushGoyal #starvation #bhuukmaari ... ac k kamrobke bahar niklo road par aao tab dikhega ye!!! #Covid_19india #COVID19 #MigrantLabourers #MigrantLabourers #labourers #MigrantWorker #india ,usamatanwar
2020-05-14 23:55:35+00:00,Lockdon-4th. Covid -19 ===Life Line of new India===== Power of Life power of new India ! Power of one vote power of one job !! /// Value of one vote value of one Life !! Loktantra ki Pukar Hindustan Ki Guhar Mission students ki Sarkar !! ,NisharA80346865
2020-05-14 23:55:30+00:00,PM Modi Discusses COVID-19 Situation And Vaccine To Cure It With Bill Gates - ,gone_india
2020-05-14 23:55:06+00:00,"First ever flight from India to #Canberra. Straight on the bus and it’s ta ta, off to the sick bay, off ya go. #COVID19 #Covid_19india #covid19australia #coronavirusaustralia #LockDown #Quarantine",BoganFit
2020-05-14 23:54:41+00:00,Keep supporting 120+ migrants died now . Covid cases are. still. increasing in India . when it reaches your door then you'll understand what was right.,al_ameen17
2020-05-14 23:54:32+00:00,"18/04 os Emirados Árabes Unidos começaram a importar milhões de comprimidos de hidroxicloroquina da Índia. Emirados Árabes Unidos têm uma das maiores taxas de recuperação de COVID-19 do mundo, graças ao aumento de testes no país, diagnóstico precoce e sistema de saúde integrado. ",az_hcq
2020-05-14 23:53:26+00:00,Groups ask India to rescind Gilead&amp;#039;s COVID-19 drug patent - https://bit.ly/3bwReST,CoronaEquipment
2020-05-14 23:52:09+00:00,"In #Telengana, #India, 4 new COVID-19 deaths were reported in last 72 hours. Info via Ministry of Health and Family Welfare, #GOI.",AngsumansServer
2020-05-14 23:49:34+00:00,Coronavirus: India gets first automated COVID-19 testing machine ‘COBAS 6800’ that can test 1200 samples in 24-hours ,DigantaBJP
2020-05-14 23:49:26+00:00,Itni jaldi uth gye sir Chaliye live dekhiya india overtaking china's mark of covid cases,AdityaUp53
2020-05-14 23:46:55+00:00,"Book a set of 2 Face masks free on nurserylive. Let's prepare for life after lockdown. nurserylive is gifting 1 M face masks all over India. Social distancing + Face mask is Key. India Jeetega, Covid Harega! #COVID__19 http://contest.nurserylive.com/ref/qp39107882?track=twitter via @nurserylive",Iamranabiswas
2020-05-14 23:46:14+00:00,@PiyushGoyal one example of #starvation bole toh #bhukmari #india #Corona #COVID19 #Covid_19india,usamatanwar
2020-05-14 23:46:04+00:00,"Out of 2290 total COVID-19 cases in #WestBengal #India, 702 or 31% has been cured as on Thu 14th May 2020 at 8AM. Info. via: #MoHFW.",AngsumansServer
2020-05-14 23:44:53+00:00,BRICS bank provides India with $1bn emergency loan to fight Covid-19 pandemic — RT Business News ,Micloo2
2020-05-14 23:44:37+00:00,ये।सच है its true. #PoliceWeek #amdavad #COVID #Muslimphobia_In_India #Muslims #MuslimsChainOnTwitter #CNN #FoxNews #TrumpLiedAmericansDied #justiceforcarry #COVID19,sicariowanted1
2020-05-14 23:41:10+00:00,"Solute to all police workers and all departments, that they are always think of peoples who should be safe from this Covid-19, and solute to all medical departments too. Both are going ily to save the india Healthy and safe. Jai Hind",karizma_lovers
2020-05-14 23:40:05+00:00,Special coronavirus mask lights up when it comes in contact with COVID-19 https://www.businesstoday.in/current/economy-politics/mask-that-lights-up-when-it-detects-coronavirus-harvard-mit-team-develops-unique-protection-against-covid-19/story/403808.html?utm_source=twitter&amp;utm_medium=WEB via @BT_India,drvshkrishnan
2020-05-14 23:39:14+00:00,"Humility is a virtue for a reason. And medicine is as much art as science so there is a lot to be humble about... especially with a new pathogen. For instance, I still want someone to explain to me why India isn't covered in COVID corpses given the conditions there.",TONYSTA54198931
2020-05-14 23:38:55+00:00,COVID-19 tracing app causes privacy concerns in India ,LicenseToBlogg
2020-05-14 23:38:32+00:00,COVID-19 tracing app causes privacy concerns in India ,10dongvn
2020-05-14 23:38:14+00:00,Another progressive government led by a woman doing a great job on COVID-19: #shailaja in #Kerala India ,innocent_abroad
2020-05-14 23:37:57+00:00,"MGNREGA as social protection coverage can mitigate Covid crisis, says ILO | India News – Times of India https://www.nsservices.in/mgnrega-as-social-protection-coverage-can-mitigate-covid-crisis-says-ilo-india-news-times-of-india/",services_ns
2020-05-14 23:37:09+00:00,"MGNREGA as social protection coverage can mitigate Covid crisis, says ILO | India News – Times of India https://joindhan.in/2020/05/14/mgnrega-as-social-protection-coverage-can-mitigate-covid-crisis-says-ilo-india-news-times-of-india/",IndiaNe81732983
2020-05-14 23:36:13+00:00,Just wondering. Don't attack me. But could this be a covid mixed with new vaccines their bodies received that older children and us weren't given? I know India had /has a problem with oral polio vaccine. Strangely we had kids here with that paralysis too. JW,sgator95
2020-05-14 23:36:00+00:00,"With over 80,000 coronavirus patients India inches closer towards China's case tally.. #India #China #Covid_19india #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19",TPE_connect
2020-05-14 23:35:22+00:00,"Let's be clear. Lockdowns are half measures, to keep the hospitals in a country from over loading. Once you relax lockdown measures in a country like India, cases can double or God forbid triple. #Covid_19india #COVID19 #lockdownindia",republicly
2020-05-14 23:35:19+00:00,"#Covid_19 Estamos ""peleando"" con la India (81 mil) y China (84 mil) el honroso puesto 11° de los países con más contagios de la pandemia EN EL MUNDO!. - La diferencia es que la China e India tienen miles de millones de habitantes. Juzguen ustedes.",rjvct
2020-05-14 23:35:00+00:00,So cute. I'm 100% sure this animal too hungry for food that's why come out in city. India itne pure Din aapke hain gareeb ko bhi food nahi mil raha hai aur sith mai animals and wild animals ko bhi food nahi mil raha hai. #COVID,prince_taher9
2020-05-14 23:34:59+00:00,"12 more test Covid-19 positive in J&amp;K, tally at 983 | India News – Times of India https://joindhan.in/2020/05/14/12-more-test-covid-19-positive-in-jk-tally-at-983-india-news-times-of-india/",IndiaNe81732983
2020-05-14 23:34:52+00:00,"12 more test Covid-19 positive in J&amp;K, tally at 983 | India News – Times of India ",services_ns
2020-05-14 23:31:24+00:00,Assam asks Centre not to classify districts into Covid-19 zones; state tally now at 87 – india news ,allaboutbelagav
2020-05-14 23:29:10+00:00,"New alliances, grouping being created in response to Covid-19 | India News – Times of India https://www.nsservices.in/new-alliances-grouping-being-created-in-response-to-covid-19-india-news-times-of-india/",services_ns
2020-05-14 23:29:08+00:00,"@CMOTamilNadu We the people of Tamil Nadu citizens of India expect that 4 th locked down maybe extended from 18 th May To Independence day August 15th Avoid Second wave, repeat of covid-19 Against Tamils people of Tamil Nadu Citizens of India .",AsgharkhanR
2020-05-14 23:28:58+00:00,There are plenty to come if an emergency election announce all over India each and every migrants will reach their home in 2 days. #strandedmigrants #politics #Covid_19,haris_995313
2020-05-14 23:28:25+00:00,"As a @BBC ""journalist"" you don't know stringent criteria in the #UK for #Covid_19 testing, but expecting something different in Ahmedabad, while defaming @AmdavadAMC @CMOGuj &amp; #India? Shame on u. Best healing wishes to your family. @republic @WIONews @BAPIOUK @BritIndianVoice",BestOrthoDr
2020-05-14 23:27:35+00:00,"New alliances, grouping being created in response to Covid-19 | India News – Times of India https://joindhan.in/2020/05/14/new-alliances-grouping-being-created-in-response-to-covid-19-india-news-times-of-india/",IndiaNe81732983
2020-05-14 23:25:16+00:00,Now India having more covid case than world most populated country(China) even though India knows that this Virus is coming still not did anything concrete to stop spreading. WHO had given warning at the starting only still no action taken at that time but busy in tooling govt.,Mak141000
2020-05-14 23:25:13+00:00,#coronavirus #news #breaking #breakingnews #india #usa #Trump #Covid19India #coronavirusindia #COVIDー19 #Covid_19india #MigrantWorkers #ShramikSpecial #Karnataka #UttarPradesh #Bihar #oci #NRI #NRIsStranded #VandeBharat #SamudraSetu #Delhi #20lakhcrores #OneMoreJumla,financialnewsn
2020-05-14 23:25:11+00:00,#Nigeria's COVID-19 infections cross the 5000 mark as NAFDAC warns on over-reliance on China and India to tackle virus crisis - ,Alabingonews
2020-05-14 23:22:18+00:00,Covid-19 Vaccine Mere India K Pass Hai – at Taloja,aaabrahamWasi
2020-05-14 23:21:55+00:00,"Summary of COVID-19 story in INDIA ""गलती पासपोर्ट की और सजा राशन कार्ड को"" #COVID19outbreak #ModiMadeDisaster #modikimkb #NirmalaSitaraman #MigrantWorkers",BangadAnuj
2020-05-14 23:21:37+00:00,"In #JammuandKashmir, #India, 2 new COVID-19 deaths were reported in last 72 hours. Info via - Government of #India.",AngsumansServer
2020-05-14 23:21:27+00:00,"""COVID-19 in India"" #coronavirus",Care4uNgo
2020-05-14 23:20:58+00:00,India’s Women Health Workers on Dangerous Terrain in Anti-COVID-19 Battle http://www.laht.com/article.asp?ArticleId=2491977&amp;CategoryId=13936#.Xr3SUim6xUE.twitter,LAHT
2020-05-14 23:20:24+00:00,US commission expresses concern over India's arrest of Muslim activists during Covid-19 crisis ,INFANTRY28
2020-05-14 23:16:01+00:00,It was a solid joint India-Canada Track 1.5 Dialogue. An achievement we all are proud of. Maybe it needs further nurturing in the Covid era! ,bhatia_rk
2020-05-14 23:15:32+00:00,"India ended assistance from many agencies providing aid, but Cry of India is still working and able to make a difference in this country. Sponsor a child. Watch “COI - COVID 19 Update May 14, 2020” on #Vimeo",Paul_W_Elder
2020-05-14 23:15:31+00:00,"Please try and understand that Covid is here to stay, we have to change to sort out our lives so some kind of normalcy can be seen. The covid virus can mutate, in India itself we are seeing 3 different mutations. Learn. Change. Survive.",andslive
2020-05-14 23:15:03+00:00,La #India gastará 463 millones de dólares para poder darle alimentos a 80 millones de migrantes afectados por el COVID-19. Más información acá ,ElPitazoTV
2020-05-14 23:14:14+00:00,"“As the world is grappling with COVID-19 pandemic, India is busy further brutalizing the Kashmiri people in Occupied Jammu and Kashmir”, Pakistan Foreign Office. #VoiceOfNations",VoiceOfNations7
2020-05-14 23:14:02+00:00,"These all sordid episodes are being orchestrated by d Govt. of Gujarat to deviate ppl’s attention from d growing pandemic of Covid-19 in Ahmedabad. Surplus reason is their Myanmar born CM, they need an India born CM to mitigate these issues. @GouravVallabh @GyaaniMonk @Inquilabo",Gospel_Truth7
2020-05-14 23:13:50+00:00,#atmanirbhar #Covid_19 #India #Modi disasters: Labours walked back home Train/Truck ran over them Women gave birth on road Children starving Double bus fare Lathicharged like criminals Left with no food Fighting a pandemic Jobles,SyedZuberAhmed5
2020-05-14 23:13:27+00:00,.@narendramodi @PMOIndia @drharshvardhan: Medical professionals need protection and gear to fight Covid 19 ! - Sign the Petition! http://chng.it/cXwm2m54 via @ChangeOrg_India,alifirdous88
