0,1,2
2020-05-19 23:59:53+00:00,"We have to defend our sovereignty with all might. China wants to divert world attention from its complexity in spread of COVID-19. it is time to ..Chinese troops resort to aggressive posturing in Ladakh, North Sikkim: Sources | India News - Times of India ",Virende55886693
2020-05-19 23:59:36+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India https://joindhan.in/2020/05/19/no-invasive-technique-be-adopted-for-forensic-autopsy-in-covid-19-death-cases-icmr-india-news-times-of-india/,IndiaNe81732983
2020-05-19 23:59:22+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India ,services_ns
2020-05-19 23:58:48+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India ,thewealthhome1
2020-05-19 23:58:40+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India https://gujaratsamachar.site/no-invasive-technique-be-adopted-for-forensic-autopsy-in-covid-19-death-cases-icmr-india-news-times-of-india/,TukadiyaJignesh
2020-05-19 23:58:34+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India https://www.ktnewslive.com/index.php/2020/05/20/no-invasive-technique-be-adopted-for-forensic-autopsy-in-covid-19-death-cases-icmr-india-news-times-of-india/,ktnewslive
2020-05-19 23:58:32+00:00,No invasive technique be adopted for forensic autopsy in Covid-19 death cases: ICMR | India News – Times of India https://www.republickhabar.in/no-invasive-technique-be-adopted-for-forensic-autopsy-in-covid-19-death-instances-icmr-india-news-times-of-india/,KhabarRepublic
2020-05-19 23:57:17+00:00,Curious as to why they believe she contracted it in India 2 months ago and not what I would have thought the more likely scenario she contracted it here more recently?,innanet_man
2020-05-19 23:57:02+00:00,Warga di India yang Positif Covid-19 Tembus 100.000 Orang ,tempodotco
2020-05-19 23:56:46+00:00,Covid-19: What you need to know today – india news ,OMarugujarat
2020-05-19 23:56:43+00:00,a small poem about poor people in india #hindustanibhau #poetrycommunity #poem #hindiquotes #poem #CoronavirusIndia #Covid_19 #COVID19 #MumbaiLockdown #Dharavi #starstruckthoughts #Shayari #tiktokexposed #ArrestPankajPunia #Retail #RetweeetPlease #RetweeetPlease SHARE IT PLEASE,starstruckthts
2020-05-19 23:56:40+00:00,"BJP IT CELL=POLICE partners & internal cbi for BJP, they dont even have to report any thing but active from BJP IT itself #MunawarFaruqui #Covid_19 #MigrantWorkers @ShabeenaAdeeb @munawa @Delhiite_ #india @UN @Rekhta @ShayarImran @ModernShakti #rss",mdazeez_sheik
2020-05-19 23:56:27+00:00,#Covid_19 Isse itna share kroo ki ajj unn logo ki aankhe khul jaye... Yeah hai hmara india Jai hind ,AamirSh32803956
2020-05-19 23:55:49+00:00,"#indore #covid #coronavirus #lockdown #timelapse #enjoylife @Indore, India https://www.instagram.com/p/CAY36D3pQhPmTehtya1ypLoQPtEhgOLCED1OTw0/?igshid=15gikwieymum6",mukkeshpatel07
2020-05-19 23:55:22+00:00,Ciclón Amphan en tiempos de COVID-19 'Ciclón en tiempos de COVID-19': Amphan ataca a Bangladesh y la India https://youtu.be/bnNkoe2tUrM vía @YouTube,RafaelGrulln
