0,1,2
2020-04-11 23:59:35+00:00,"In defiance of stay-at-home orders, members of India’s ruling Hindutva fascist party flocked together to help spread COVID-19. ",cjwerleman
2020-04-11 23:58:11+00:00,@HSBC_IN @HSBC I will not say that i always make payment on time. But trust me no banking system in India is that much Cruel that they charge their customer for one day delay And that too in the days of Covid-19 What have you done to me The Delay was in Processing ,rohitchopra143
2020-04-11 23:56:52+00:00,"12.4.2020 India &amp; the world ravaged by COVID-19 &amp; this is what is trending in my country! Open Hatred is being paddled in the name of nationalism! #uninstallbookmyshow, Happy Easter, #Casteist_Communal_Media, #थूकरत्न_मौलाना_शाद, #COVID__19",abhishek727
2020-04-11 23:56:39+00:00,@kavita_krishnan जी देखो #सत्य ट्वीट धागे में @DeShobhaa जी से भी पूछो यह #अधिराज्य क्या है ? अन्यथा #MustListen_Satsang उससे भी आपको #इंशाअल्लाह अवश्य पता चलेगा।#facts #FACTCHECK करवाओ #India #news #UPDATE #BREAKING #FactsMatter @rahulkanwal @pbhushan1 #NeverForget &amp;gt;#Covid_19,AaftabSiddiquis
2020-04-11 23:55:07+00:00,What stops India from testing More? India was pipe dreaming about doubling GDP.. Without even basic healthcare? How many CT-scans are performed in India to find Covid infections? Can they disinfect the CAT scan room after one testing? ,shuvankr
2020-04-11 23:53:41+00:00,Covid-19: How it will change individuals – india news ,linkewire
2020-04-11 23:53:00+00:00,#IndiaFightsCorona | अगर कोरोना वायरस की दवा नहीं है तो लोग ठीक कैसे हो रहे हैं ? #COVID__19 #StayAtHome @MIB_India @PrakashJavdekar @PIB_India ,AIRNewsHindi
2020-04-11 23:52:50+00:00,"Sahiyo's annual US activist retreat was virtual this year due to COVID-19, and our planning committee worked quickly and diligently to turn the 3-day retreat into an online experience. Check out some screenshots- may the next US (and India) retreat be in person! ",sahiyovoices
2020-04-11 23:52:40+00:00,#covid_19 | #relief | #entrepreneur | #thalam | #pmo | #india | #corona | #lockdown | #heromotors |#socialresponsibility @PMOIndia @nsitharaman @Arunponnu @HeroMotoCorp @Thalamdotorg,Thalamdotorg
2020-04-11 23:50:56+00:00,BRO IN INDIA THESE TWO DICKS DECIDED TO NAME THEIR TWINS CORONA AND COVID AND IM NOT JOKING ,SundropOfSunCl1
2020-04-11 23:50:45+00:00, #HealthcareHeroes for dedicated services to human beings @WHO @MoHFW_INDIA @AmitShah @narendramodi @drharshvardhan @drrajdeeproy #AIIMS #COVID__19 #hospitals #Quarantine #hotspots,PradeepPulpTech
2020-04-11 23:50:42+00:00,إنشاء الله INSHA ALLAH COVID-19 HAREGA...and INDIA JEETEGA ,AslamSi41245314
2020-04-11 23:49:32+00:00,"Contribution made to State Disaster Management Authority to combat COVID-19 shall qualify as CSR expenditure under item no (xii) of Schedule VII of the 2013 and clarified vide general circular No. 10/2020 dated 23rd March, 2020 #csrfaq #CSR #companies #India",Megrisoft
2020-04-11 23:48:59+00:00,Pune firm first in India to get government funding for Covid vaccine | India News ,Newslin07952424
2020-04-11 23:48:54+00:00,"Chief Minister’s Relief Fund’ or ‘State Relief Fund for COVID-19’ is not included in Schedule VII of the #Companies Companies Act, 2013 and therefore any contribution to such funds shall not qualify as admissible CSR expenditure. #CSR #COVID__19 #india #PMCaresFunds",Megrisoft
2020-04-11 23:48:18+00:00,India has over 4 times the population of the #UnitedStates and the death toll is less than 300. Containment measures led by PM @narendramodi and the Indian states are flattening the #COVID__19 curve. Federal cooperation is key. Take that lesson from India. ,JamwalNews18
2020-04-11 23:47:56+00:00,COVID-19: NGOs Across India Fed More People Than State Governments ,brown_kanjar
2020-04-11 23:47:48+00:00,Kartik Aaryan launches new series ‘Koki Poochega’; shares glimpse of his interaction with his first COVID-19 survivor – Times of India ,services_ns
2020-04-11 23:46:53+00:00,"US COVID-19 cases top 500,000; India extends lockdown | ⁦@CIDRAP⁩",daiyostom
2020-04-11 23:46:48+00:00,"US COVID-19 cases top 500,000; India extends lockdown https://www.cidrap.umn.edu/news-perspective/2020/04/us-covid-19-cases-top-500000-india-extends-lockdown",BIOCIENCIA2013
2020-04-11 23:46:11+00:00,India confronts COVID-19 with scarce running water ,Marie55157075
2020-04-11 23:46:04+00:00,"'Sa bansang India, posible umanong i-extend ang nationwide lockdown upang tuluyang kumalat pa ang COVID-19' Sure ka na ba sa caption na yan sis? https://twitter.com/ABSCBNNews/status/1249110708375060483",jaynormousse
2020-04-11 23:46:02+00:00,"As per ICMR study, about 8.2 lakhs people in India could have affected in COVID-19, if the lockdown wasn't declared. It has positively helped the nation as of today. So please follow the government instructions on COVID-19 and stay safe. #StayHome #coronavirusindia",JoinABiswal
2020-04-11 23:45:34+00:00,#CNBC where is jim o'Neill.. India is leading in curbing covid 19 In the world and inspiring so many other countries to do so... Whereas mister Jim o'neill is spewing garbage from his mouth,Paro_fab_
2020-04-11 23:45:22+00:00,"Start-up funding in India witnessed a decline in the quantum of funds in the month of March due to Covid-19 outbreak, with venture capital funding touching a five-year low. https://replug.link/22cabb00 #venturecapital",rubengarciaes
2020-04-11 23:44:39+00:00,"Umabot na sa halos 10,000 ang namamatay sa Britain dahil sa COVID-19. https://bit.ly/2XphGKV Sa bansang India, posible umanong i-extend ang nationwide lockdown upang maiwasan ang patuloy na pagkalat ng COVID-19. ",ABSCBNNews
2020-04-11 23:44:35+00:00,See how COVID-19 is affecting life in 23 different countries-including migrant workers in India and a refugee camp in Uganda. ,ATXLARA
