0,1,2
2020-05-23 23:58:08+00:00,"Chinese reaction may be a warning so that India sides with it on Covid, Taiwan, says ex-foreign secy Shyam Saran | India News https://cllickr.com/chinese-reaction-may-be-a-warning-so-that-india-sides-with-it-on-covid-taiwan-says-ex-foreign-secy-shyam-saran-india-news/",CllickrN
2020-05-23 23:57:51+00:00,"#AatmaNirbharBharatPackage Relentless effort and united resolve of SHGs are helping India tackle COVID-19. 12,000 self-help groups (SHGs) have produced more than 3 crore masks and 1.2 lakh litres of sanitizers during the COVID- 19",BalGovindPasi2
2020-05-23 23:57:44+00:00,Mauritius thanks India for sending medicines and 14-member medical team to fight COVID-19 https://aimamedia.blogspot.com/2020/05/mauritius-thanks-india-for-sending.html,aimamedia007
2020-05-23 23:57:25+00:00,"As new cases of COVID-19 drop to zero in China, infections skyrocket in India and Latin America https://ti.me/2ysIKPj?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=social-share-article",cestleiden
2020-05-23 23:56:18+00:00,"Muslim organisations such as Humanitarian Relief Society, Karnataka; Amoomat Society, Telangana; @JIHMarkaz; Roti (Bread) Bank of Bhopal, help aid needy in India amid COVID-19 #MuslimSaviours",MuslimSaviours
2020-05-23 23:56:13+00:00,"#IndiaFightsCorona India’s economic fightback during COVID-19 is spectacular. Stabilizing the economic systems, RBI has granted an unqualified moratorium on all term loan installments till 31 Aug along with other measures to infuse liquidity.",BalGovindPasi2
2020-05-23 23:54:43+00:00,11 areas with 70% of cases asked to scale up Covid fight | India News ,Telegraphindia1
2020-05-23 23:54:07+00:00,"Chinese reaction may be a warning so that India sides with it on Covid, Taiwan, says ex-foreign secy Shyam Saran | India News https://macgamenews.com/chinese-language-response-could-also-be-a-warning-in-order-that-india-sides-with-it-on-covid-taiwan-says-ex-foreign-secy-shyam-saran-india-information/",sparknpluged
2020-05-23 23:53:36+00:00,11 areas with 70% of cases asked to scale up Covid fight | India News ,Rowdyrajawat85
2020-05-23 23:53:05+00:00,"I find it extremely upsetting that Western #media have basically ignored the dire #Covid-19 situation in India. It's terrible, many deaths, yet no news coverage. I'm proud to be working with my dedicated colleagues on the ground, working for @fpusocial in India. ",linuxpirategeek
2020-05-23 23:50:54+00:00,"A mother is praying for the fast recovery of her son, Parvishneel Raj, a Police officer who has been confirmed positive for COVID-19 in India. https://fijisun.com.fj/?p=507497",sun_fiji
2020-05-23 23:49:28+00:00,"Coronavirus in the developing world: Covid-19 is killing young people in Brazil, Mexico and India LMICs have a greater diversity of wealth and poverty (and more at the bottom). Is the same true in HICs if you correct for income? ⁦@dan_boerner⁩",kevinpurcell
