0,1,2
2020-04-06 23:59:48+00:00,"Latest: Tablighi behind 30% of COVID cases, Are they pushing India to stage 3? | The Newshour Agenda http://watsupasia.com/news/tablighi-behind-30-of-covid-cases-are-they-pushing-india-to-stage-3-the-newshour-agenda/",watsupasia
2020-04-06 23:58:55+00:00,Lights Out: Millions of candles ignite across India as show of solidarity to beat COVID-19 darkness https://www.dnaindia.com/india/photo-gallery-lights-out-millions-of-candles-ignite-across-india-as-show-of-solidarity-to-beat-covid-19-darkness-2819825 via NaMo App,bhavahyuktah
2020-04-06 23:58:43+00:00,@PiyushGoyal sir as we notice IndianRailway is doing great job in fight against Corona Virus.Please try to see below phone booth covid-19 testing centres in south Korea.If India also comes up with such booths then our frontline doctors will be safe. ,yallavamsi
2020-04-06 23:57:32+00:00,63% of Covid-19 deaths in India among 60-plus http://dlvr.it/RTJ73J,rohanyadavTOI
2020-04-06 23:57:19+00:00,Covid-19: Bhilwara model may become template for other badly-hit states | India News ,Newslin07952424
2020-04-06 23:55:00+00:00,"Covid-19: लॉकडाउन के बाद सील होंगे प्रभावित इलाके, आर्थिक राजधानी मुंबई ने बढ़ाई चिंता #ExtendTheLockdown #COVID19 #CoronaVirusOutbreak #lockdown #CoronavirusOutbreakindia @PMOIndia @narendramodi @MoHFW_INDIA @OfficeofUT",AmarUjalaNews
2020-04-06 23:55:00+00:00,Two hospitals in Mumbai with at least 350 beds each sealed after staff tests positive for COVID-19.... #Mumbai #Maharashtra #India #Coronavirus #COVID #CoronaVirusUpdate #COVID19 #COVID2019 #Covid_19 #CoronavirusOutbreak #CoronavirusPandemic,TPE_connect
2020-04-06 23:54:28+00:00," India Notes: Heavily Locked-down, Unreliable Data, Poverty : 10 489 : 67 685,445,130 9,596,232 x2: 5.4 : https://corona-scanner.com/country/india 07/04 #CovidIndia 3/3 ",neilellis
2020-04-06 23:54:27+00:00,"Covid India: Fast spreading but improving slightly, contagion. Est. 0.00% of pop. infected. Danger of uncontrolled growth. Proj. death toll 9,596,232 after 67 days. 07/04 1/3",neilellis
2020-04-06 23:53:31+00:00,For children's safety Sunrise Home-Bobbili India closed off property to all visitors after India's nationwide lockdown order from government amid worldwide COVID-19 pandemic. We are blessed that Sunrise is in a rural setting and the children are safe. ,childimpactint
2020-04-06 23:53:03+00:00,Coronavirus: India closes its rail network as Covid-19 outbreak threatens to bring the country's health system to its knees Copy - https://theliberal.ie/coronavirus-india-closes-its-rail-network-as-covid-19-outbreak-threatens-to-bring-the-countrys-health-system-to-its-knees-copy/,TheLiberal_ie
2020-04-06 23:52:33+00:00,"... dessa forma, o número baixo de casos confirmados do covid-19 na Índia muito provavelmente deve-se à cobertura médica precária, desinformação e falta de testes em um país no qual aproximadamente 70 por cento da população vive em áreas rurais e em situação de pobreza.",carloscleto
2020-04-06 23:51:36+00:00,"Bollywood News In Hindi : melody of hope Muskurayega India released Amidst COVID-19 global pandemic outbreak | लाॅकडाउन टाइम में मुस्कुराएगा इंडिया सॉन्ग से जगाई आशा की किरण, हर सेलेब के घर में शूट हुआ गाना http://inhindinews.com/bollywood-news-in-hindi-melody-of-hope-muskurayega-india-released-amidst-covid-19-global-pandemic-outbreak-%e0%a4%b2%e0%a4%be%e0%a5%85%e0%a4%95%e0%a4%a1%e0%a4%be%e0%a4%89%e0%a4%a8-%e0%a4%9f/",in_hindinews
