0,1,2
2020-04-04 23:59:36+00:00,United appears to be flying SFO to DEL in the middle of the lockdown. Can @CGISFO please work with United or Air India to accommodate elderly Indian citizens stranded in the Bay Area (and risk catching Covid due to high rates around SF) in such flights? ,DeepDebroy
2020-04-04 23:58:55+00:00,"Covid-19 in India: Rahul Gandhi mocks PM Modi, says ‘making people clap, shining torches in sky won’t solve problem’ ",BMoyalan
2020-04-04 23:58:40+00:00,"""Proud Of You"": Pakistan Air Traffic Controller To Air India's COVID-19 Relief Flights - NDTV ",Mdasmumbai
2020-04-04 23:57:54+00:00,I would like to suggest @MoHFW_INDIA @PMOIndia @narendramodi @drharshvardhan Sir please ensure that all the COVID-19 tests are done separate place or hospitals with special health workers team who are not involved in any COVID-19 positive patient treatment.,Saurabh90589947
2020-04-04 23:57:52+00:00,COVID-19: Newborn twins named Corona and Covid in #India #CoronavirusPandemic #Karachi #Pakistan #LaCasaDePapel #MoneyHeistPart4 #السعودية #Wrestlemania36 #IndiaFightsCorona,ihacnain
2020-04-04 23:57:42+00:00,"@Worldometers just curious why the cases submissions are not reflecting on your site. #Covid_19india - #coronavirus Tracker India (Live) - Dashboard - 3,695 confirmed, 3354 Active, 253 Recovered and 88 deceased in India from #coronavirus - https://indiacovid-19.in/ #covid19",covid_19_India
2020-04-04 23:57:06+00:00,>10k FMGs available in India waiting for an opportunity to help against Covid-19. The MCI &amp; health officials don’t even care. If they want to choose atleast reduce the cut off of last exam &amp; ask them to serve for the nation. @palkisu @aajtak @IndiaToday @narendramodi @PMOIndia,rajiv143b
2020-04-04 23:56:38+00:00,"BREAKING: 525 new #Covid19 cases in India, biggest single day surge so far. #Covid_19india #COVID19italia #COVID2019",Bharatvarsha2
2020-04-04 23:55:55+00:00,@Worldometers ... slightly curious why the cases being submitted from our site never reflect. Do you need access to the database as a proof? Not sure what's expected https://indiacovid-19.in,covid_19_India
2020-04-04 23:55:45+00:00,"Amid virus pandemic, India welcomes twin babies Corona and Covid - Corona and Covid - The Economic Times http://www.ecoti.in/aTX6da via @economictimes",cyberpiper77
2020-04-04 23:54:11+00:00,There are more than 10k FMGs available in India waiting for an opportunity to help against Covid-19. But the MCI &amp; health officials don’t even care. If they want to choose atleast reduce the cut off of last exam. And ask them to serve for the nation. @palkisu @aajtak @IndiaToday,rajiv143b
2020-04-04 23:53:30+00:00,It boggles the mind how a segment of society is 100% against it just because Trump bad. So its perfectly safe to prescribe to a healthy adult traveling to India but oh so dangerous to give to a covid 19 patient who has no other option but to die. ,msnow1224
2020-04-04 23:53:20+00:00,India Drags China To International Court For COVID-19 War | GreatGameIndia ,westlaker
2020-04-04 23:52:44+00:00,Dureza ..pelo jeito que coisa anda na Índia logo covid morre pelo covid,netgeotube
