0,1,2
2020-04-15 23:59:58+00:00,India uses Saarc Covid Fund for HCQ tablets to neighbours. Afghanistan next ,NilNews4
2020-04-15 23:59:16+00:00,@narendramodi @PMOIndia @vnehra @vijayrupanibjp Kerala is having negligible mortality rate (only 2 deaths).we should check and implement what treatment they are following... #KeralaFightsCorona #lockdown #Covid19India #covidindia #COVID19,ashishjain680
2020-04-15 23:59:07+00:00,#WATCH Chhattisgarh: The nursing staff at AIIMS (All India Institute Of Medical Sciences) Raipur taking care of a 3-month-old daughter of a woman who has tested positive for COVID-19. (Video source: AIIMS Raipur) ,MdSumon26903188
2020-04-15 23:58:42+00:00,"Amartya Sen and all his sekullaahh fanboys should shift base to Commie #China, no? And since his heart is bleeding, how much has #AmartyaSen donated of his #Rothschild wealth to help India fight the #ChineseVirus? #CoronavirusLockdown #Covid_19 #Covid19India #CommiesAreHypocrites",RitasArtCafe
2020-04-15 23:58:35+00:00,"हमने मस्जिद सिर्फ मुल्क की मोहब्बत में छोड़ी है, वरना सज्दे तो हम ने तलवारों के साए में, तपती हुई रेत में, गिरते हुए बम के बीच में भी किये है। या अल्लाह हमारे मुल्क और दुनिया को सलामत रखना। और इस बीमारी (कोरोना वायरस) से हिफाजत फरमा। आमीन @CoronaVid19 @CovidIndia",jabirnpcc
2020-04-15 23:57:46+00:00,"Amartya Sen and all his sekullaahh fanboys should shift base to Commie #China, no? And since his heart is bleeding, how much has #AmartyaSen donated of his #Rothschild wealth to help India fight the #ChineseVirus? #CoronavirusLockdown #Covid_19 #Covid19India #CommiesAreHypocrites",RitasArtCafe
2020-04-15 23:56:39+00:00,You know how fragile the shadow is! A light falls on it and the shadow disappears! Some of the shadows that we fear and believe that they will always rule our lives also suddenly disappear! #Covid_19 #COVID19 #covidindia #IndiaFightsCoronavirus #Hyderabad #Telangana #StayHome,AdnanMadani7
2020-04-15 23:56:35+00:00,Have you ever thought you get an entire COVID global status addressed inside 2 mins.. Here it is !!! Its designed by me and I have submitted it to Govt of India as a part of COVID-19 solution challenge. Link to the… https://www.instagram.com/p/B_BU6BkF4x9/?igshid=17c2sr4uwphy1,PrathameshSable
2020-04-15 23:56:26+00:00,"#Hospital in #Ahmedabad splits COVID wards on faith (Hindu-Muslim), says govt decision | #CoronavirusOutbreak News. For Heaven's sake please stop this #Illiterate drama #Gujarat #government (BJP). If #India doesnt stop this games God will send wrath on us. ",Persis_25
2020-04-15 23:55:47+00:00,President of India: Nobel Prize for Shri Narendra Modi in view of the manner in handling of the COVID-19 scare - Sign the Petition! http://chng.it/8SZftL8y via @Change,PradipP80294193
