0,1,2
2020-05-20 23:59:48+00:00,This covid 19 crisis you have not done pention withdraws why?? First of you got permission every labors and empolyee withdraws his pention ........,16Shendage
2020-05-20 23:59:29+00:00,"""The doctors who died of covid-19 in Britain came from Bangladesh, India, Iraq, Malawi, Nigeria, Egypt, Pakistan, Sri Lanka and Sudan — former colonial outposts and mandates."" https://www-washingtonpost-com.proxy-sm.researchport.umd.edu/world/europe/uk-doctors-coronavirus-deaths/2020/05/19/e9a0475e-93be-11ea-87a3-22d324235636_story.htm",audowla
2020-05-20 23:59:12+00:00,Nishana nai banaya gaya tha.Jamat was responsible for the spread of covid.1 Despite of knowing they spread in whole india.2.They were even hiding.3.They did stone pelting.3 They bullied doctors spitted everywhere so it was actually right you were not targetted,Atmanirbhar12
2020-05-20 23:58:34+00:00,"Like India, Sri Lanka is using Coronavirus to stigmatise Muslims. Sri Lanka's decision to make cremations mandatory for COVID-19 victims is an act of institutionalised Islamophobia.",PaighamKhan3
2020-05-20 23:58:27+00:00,Media & liberals are acting as if migrant workers have come into existence only in 2020 during this covid crisis Did they ever bother about these people in last 73 years since independence When u get any chance to abuse Modi You use it to the maximum That is how it goes in India ,ianuragsaxena
2020-05-20 23:58:08+00:00,"Dr. Edsel of IATF said our Covid strain is from India (and not China.) I wonder if Duterte has a gun on his or his fam's head, or he badly needs the salary, or he wants to run for office, or does this as career suicide? Please clarify",EaGesika
2020-05-20 23:57:58+00:00,"Pakistan terror camps hit by coronavirus, Kashmiri trainees may die of Covid-19: J&amp;K DGP | India News - Times of India https://timesofindia.indiatimes.com/india/pakistan-terror-camps-hit-by-coronavirus-kashmiri-trainees-may-die-of-covid-19-jk-dgp/articleshow/75850221.cms @Swamy39",Ravinder536R
2020-05-20 23:57:25+00:00,If you look at the maps on internet of the early spread of Covid. You will notice India And Africa have a lower incidence because they are already taking Hydrochloroquine ,josemitebound
2020-05-20 23:57:19+00:00,Covid effect: Home consumption drives up household grocery bills | India News http://dinowap.in/covid-effect-home-consumption-drives-up-household-grocery-bills-india-news/,in_dinx
2020-05-20 23:57:15+00:00,"Narrow minded ho tum c***ye. Islam ko badnam krne ke alawa or koi kaam h ya nhi.. Kb tk galat shabit karoge. Poore world me log covid-19 se preshaan hai. Or india ke kuch jahil log bas hindu muslim me lage pde h bc mind develop kro. We are Indians, not Hindu muslim sikh isai. ",sindewad
2020-05-20 23:56:36+00:00,"Most new Covid cases are in India, Brazil, Russia, and the US. What do these countries have in common? Each one is a messy bitch who loves drama.",trash_ebooks
2020-05-20 23:55:32+00:00,"""Entre los países con una gran cantidad de casos informados se encuentran Estados Unidos, Rusia, Brasil, India, y Chile"" Trump - Bolsonaro - Piñera #Covid_19 #CoronaVirusEnChile",RafaelMarcelo
2020-05-20 23:55:30+00:00,"Nepal officially releases new controversial map showing Indian territories of Lipulekh, Kalapani, Limpiyadhura as its own Nepal PM blamed India for COVID-19 spread in his country. Finally, communism showed its true colours. China backed communists &amp; Maoists have taken over Nepal",VoiceOfHindu4
2020-05-20 23:55:18+00:00,"Covid-19: New high of 5,376 cases in a day across country - https://indiagoneviral.com/news/2020/05/21/covid-19-new-high-of-5376-cases-in-a-day-across-country/65631/india-gone-viral/",gone_india
2020-05-20 23:54:29+00:00,Covid effect: Home consumption drives up household grocery bills | India News ,CllickrN
2020-05-20 23:54:25+00:00,"Narrow minded ho tum c***ye. Islam ko badnam krne ke alawa or koi kaam h ya nhi.. Kb tk galat shabit karoge. Poore world me covid-19 se preshaan hai. Or india ke kuch jahil log bas hindu muslim me lage pde h bc mind develop kro. We are Indians, not Hindu muslim sikh isai.",sindewad
2020-05-20 23:54:17+00:00,"SAI Cook Tests Positive For COVID-19, Hockey India Rules Out Moving Players | Hockey News https://www.miltonnewsdaily.com/sai-cook-tests-positive-for-covid-19-hockey-india-rules-out-moving-players-hockey-news/",Miltonnewsdail1
2020-05-20 23:53:25+00:00,"test confirms covid: Noida: 71-year-old dies of pneumonia, test confirms Covid | Noida News – Times of India ",todaynews_24x7
2020-05-20 23:52:14+00:00,Castro writes about the reason behind the Launching of Castro's Dream Writing Contest 2020 on India Post Covid 19. ,AbishakeCastro
2020-05-20 23:52:13+00:00,COVID-19 in India #coronavirus,IPayelMukherjee
2020-05-20 23:52:10+00:00,How come anchors who have spent all their time communalising Covid-19 in India are calling themselves ‘Corona Warriors’? @sudhirchaudhary @ZeeNews #ZeeWarriors #ZEEhadi,kannadiga_veer
2020-05-20 23:51:39+00:00,"Fauci sucks. The Press makes India look bad, see below. However, look at the bigger picture. The USA has about 330 million people &amp; may have as many as 95,000 deaths ""with COVID present."" India has 3000 virus deaths but 1 billion more people than the USA. Fauci failed the USA. ",JusProphet
2020-05-20 23:50:51+00:00,No don't mention Wisconsin SC. They are epitome of wisdom. Krugman has to tweet something regularly to show his grip on regional affairs. I have yet to see his wisdom crossing over in India and commenting on people drinking cow urine &amp; jumping in cow dung to fight covid.,Pakfirst2
2020-05-20 23:50:37+00:00,"Maharashtra: 3 Covid-19 patients dead in Kalyan-Dombivli, patients’ number reaches 594 | Thane News – Times of India https://www.newstoday24x7.in/maharashtra-3-covid-19-patients-dead-in-kalyan-dombivli-patients-number-reaches-594-thane-news-times-of-india/",todaynews_24x7
2020-05-20 23:49:56+00:00,"View: India has been forced a reset by Covid-19, especially its political economy of reform-Business Journal ",BJIndia24
2020-05-20 23:49:36+00:00,"Border disputes with China, Nepal amid covid add to India’s worries ",RAJIBCHANDA01
