0,1,2
2020-04-14 23:58:04+00:00,"Let us fight COVID-19 together, Please share this ministry of Ayush recommendations so that one can increase his immune to fight COVID-19,Regards, Team Dignity Care ( India) ",DrArunK97702690
2020-04-14 23:57:45+00:00,Why Chinese firms are exploring investment opportunities in India &#13; #Bandra #BandraStation #UdhavThackeray #adityathackeray #Covid_19live https://www.wionews.com/opinions-blogs/explained-why-chinese-firms-are-exploring-investment-opportunities-in-india-292449&#13; -Shared via WION,halfpointsdesi
2020-04-14 23:57:00+00:00,"Relatives wearing protective gear prepare to bury a man who died from COVID-19 at a graveyard in New Delhi, India. More photos of the day: https://reut.rs/3aaiplG @dansiddiqui",reuterspictures
2020-04-14 23:56:40+00:00,Such clips/stories are only for softies. Hardened politicians are not moved by this stuff. Political game of Covid 19 has already been won... go ask the public (1) who is responsible for the virus spreading in India (2) who is protecting India from the virus. You'll know.,India2morow1
2020-04-14 23:56:16+00:00,"एक प्रधानमंत्री जो सिर्फ वोट मांगने के लिए नही बल्कि आपको सुरक्षित रखने के लिए, घर में रहने के लिए आपको हाथ जोड़ रहे हैं। इसलिए घर रहे, सुरक्षित रहे। फॉलो करें व जुड़े जय श्री राम #CoronaFighters #pmmodiaddresstonation #PMModi #LockdownExtended #Lockdown2 #covidindia ",AshuvendraPrat3
2020-04-14 23:55:36+00:00,More on BCG vaccination’s impact on COVID-19. I look forward to a study- a lot of people in India are banking on BCG being protective. I’m afraid it might not be. @chitraSD @nramind,PSampathkumarMD
2020-04-14 23:54:26+00:00,VALIENTES: La primera doctora de la India graduada en Cuba combate la COVID-19 en su país http://www.cubadebate.cu/noticias/2020/04/14/valientes-la-primera-doctora-de-la-india-graduada-en-cuba-combate-la-covid-19-en-su-pais/#.XpZNyQs_Ptg.twitter,LuisCon99853355
2020-04-14 23:54:00+00:00,"The WHO works in the world against AIDS, Polio, Ebola and so many diseases - they will be there to help in the So. Hemisphere (Africa, So, America, India) come under the full attack of Covid-19. It is tragic the course this tRump puts the US and the world on due to his EGO! ",EdinRM
2020-04-14 23:52:55+00:00,India’s ‘Covid-19 Super-Spreader’ Tablighi Jamaat - Frontpagemag ,SardarKhalsa1
2020-04-14 23:51:55+00:00,Google India Announces Steps to Help Combat COVID-19 Misinformation https://latesttechnews.org/technology-news/apps/google-india-announces-steps-to-help-combat-covid-19-misinformation/,MediaDusk
2020-04-14 23:50:44+00:00,#COVID #Lockdown2 Listen What @harari_yuval says when he was asked by @rahulkanwal to comment on India's reaction to the #COVID19 pandemic. Harari says India must stop harassing Muslims This time we don't need hatred. This is completely NONSENSE. ,JainKishor5
2020-04-14 23:50:13+00:00,Image of India's Map claiming to recognize Indian Gov's COVID-19 managing efforts is 4 years Old https://smhoaxslayer.com/image-of-indias-map-claiming-to-recognize-indian-govs-covid-19-managing-efforts-is-4-years-old/?no_cache=1&amp;fbclid=IwAR1V1ouuiNwkFklxlwlO_PVKtrVazJ-sCHvYE7bBaqoDQuv_vEeU5HXxnv4 via @smhoaxslayer,fenku_faqeer
2020-04-14 23:48:14+00:00,President of India: Nobel Prize for Shri Narendra Modi in view of the manner in handling of the COVID-19 scare - Sign the Petition! http://chng.it/ZBdytgzS via @ChangeAUS,amitvpatel1
2020-04-14 23:48:14+00:00,Don’t hate the SIN hate the SINNER.. but in India u can’t.. single source is the reason of 40% Covid cases in India.. pretty well sums up liberals story in India when u call out sinners #Lockdown2 #Covid_19,hopeless_ass
2020-04-14 23:47:58+00:00,#covidindia ,syedahamedkhan
2020-04-14 23:47:32+00:00,India Drags China To International Court For COVID-19 War https://greatgameindia.com/india-drags-china-to-international-court-for-covid-19-war/ via @GreatGameIndia,BelaBolsonarian
2020-04-14 23:47:13+00:00,Covid-19: Congress crticises use of force on migrants in Mumbai | India News https://newshuntdaily.in/covid-19-congress-crticises-use-of-force-on-migrants-in-mumbai-india-news/,NewshuntDaily
2020-04-14 23:46:34+00:00,Canada govt arranging 8 more repatriation flights from India after Covid lockdowns extends India upto May 3rd. Govt doing contract with new airlines to bring them with easy access in Canada.#COVID19 #RepatriationFlight #Canadians #IndiaLockdown @OMNIpunjabi,PrabhjotKahlon
2020-04-14 23:45:45+00:00,Bandra gathering: 10 reasons behind illegal congregation amid COVID-19 lockdown | India News https://newsattend.com/bandra-gathering-10-reasons-behind-illegal-congregation-amid-covid-19-lockdown-india-news/,TargetPossible
2020-04-14 23:45:29+00:00,@PMOIndia India should research on carbon tetra chloride for COVID 19 medicine @drharshvardhan @AmitShah,aacharya_ankur
2020-04-14 23:45:28+00:00,Índia arrasta China a tribunal internacional pela guerra biológica do COVID-19 ,McLima9
2020-04-14 23:44:32+00:00,Covid-19: Congress crticises use of force on migrants in Mumbai | India News – Times of India https://www.nsservices.in/covid-19-congress-crticises-use-of-force-on-migrants-in-mumbai-india-news-times-of-india/,services_ns
2020-04-14 23:44:11+00:00,Covid-19: Congress crticises use of force on migrants in Mumbai | India News – Times of India http://yourbestlines.com/2020/04/14/covid-19-congress-crticises-use-of-force-on-migrants-in-mumbai-india-news-times-of-india/,ybl_news
2020-04-14 23:43:54+00:00,Covid-19: Congress crticises use of force on migrants in Mumbai | India News – Times of India ,ApnaSmartphone
2020-04-14 23:43:12+00:00,Covid-19: Congress crticises use of force on migrants in Mumbai | India News – Times of India ,imGauravPandit
2020-04-14 23:42:16+00:00,FCI’s ‘excess stock’ comes in handy for govt in Covid battle | India News ,Newslin07952424
2020-04-14 23:42:02+00:00,Nepal waiting to 'take a cue' from India to tackle COVID-19 pandemic - myRepublica ,nepalnomy
2020-04-14 23:40:30+00:00,Govt of India's Latest Advisory for Travel and Visa restrictions related to COVID-19 @HCICanberra @cgisydney @CGIPerth @MEAIndia @IndianDiplomacy,cgimelbourne
2020-04-14 23:39:51+00:00,VALIENTES: La primera doctora de la India graduada en Cuba combate la COVID-19 en su país http://www.cubadebate.cu/noticias/2020/04/14/valientes-la-primera-doctora-de-la-india-graduada-en-cuba-combate-la-covid-19-en-su-pais/#.XpZJmz11XKQ.twitter,ord751
2020-04-14 23:38:42+00:00,Yang lain sibuk ngurus COVID-19 eh ada yg sibuk nyari proyek ditengah pandemi... Pingin gw jadiin nasi campur khas india,thohirjassin
2020-04-14 23:38:18+00:00,Very true. I wonder if there is anything BJP can do right except for statue making. #Lockdown2 #covidindia #LockdownExtended,rohanbobby
2020-04-14 23:38:13+00:00,"HERE IS YOUR CHANCE TO CONTRIBUTE IN INDIA'S WAR AGAINST COVID-19! Keeping in mind the objective of dealing with any kind of emergency or distress situation, like the COVID-19 pandemic, and to provide relief to the affected, a public charitable trust under the name of Prime Min ",DevarshiJoshi14
2020-04-14 23:37:02+00:00,"Surat per Q ni press bola , jab lockdown aage jaana tha to two days pehale railway q ni bola, india ke bahar se flight se le aaye magar india me indian labour ko train se v ghar ni bej sakte. Airport per kaisa screening hua ki covid 19 victim indentify ni hua.",Mirnal_
2020-04-14 23:36:53+00:00,"इन महत्वपूर्ण समयों में भी हमारी सेवा करने वाले लोगों को हम धन्यवाद देते हैं । #gratitude #thankful #warriors #essentialworkers #service #lockdown #covid_19 #CoronaVirus #IndiaFightsCorona @Delhi, India https://www.instagram.com/p/B-rNsDBnXPT/?igshid=13r7l3tko3eph",ballandpenoffi1
2020-04-14 23:36:48+00:00,"Are you having your groceries or items delivered using Amazon during the Covid-19 crisis? By shopping via @amazonsmile and selecting DFN as your chosen cause, you can help us raise funds to help those in need in India! ",DFN_USA
2020-04-14 23:36:31+00:00,"DM us to join or contribute towards the cause #covid_19 #CoronaVirus #IndiaFightsCorona #lockdown #help #underprivileged #food @Delhi, India https://www.instagram.com/p/B-oTkw8nEzP/?igshid=1ppult67xbf4h",ballandpenoffi1
2020-04-14 23:36:12+00:00,"I guess in times of #CoronavirusLockdown the people who typically deny others their freedom of speech, are themselves well within their rights to lecture the world about freedom of speech!! #china #cpc @ChinaUncensored @China_Amb_India #COVID2019india #COVID",News__Boss
2020-04-14 23:35:56+00:00,"The one who captured this poor lady, is also citizen of India, so in this pandemic #COVID19 #Covid_19india, it's his moral duty to do something for her and also post the pic of her happy moments.. not just making fun of her poor situations...@ndtv @sambitswaraj @AnupamPKher",DrskSharmahbti
2020-04-14 23:34:50+00:00,"TB-Diagnosis Machines To Now Test for Covid-19; 9,000 of Them Arrive in India https://www.amikolkata.in/tb-diagnosis-machines-to-now-test-for-covid-19-9000-of-them-arrive-in-india/",MiKolkata
2020-04-14 23:32:26+00:00,"Thanks @GlobalNamati for providing a platform to learn about #Covid-19 justice challenges in India, Argentina, The Phillipines, North Macedonia, Sierra Leone. So useful! ",MonicaTaylorx
2020-04-14 23:31:38+00:00,"Narendra Modi Latest News: Prime Minister Narendra Modi Today Speech Updates On Coronavirus (COVID-19) India Lockdown Extension May 3 | प्रधानमंत्री मोदी ने कहा- 100 मरीज थे, तब 14 दिन का आइसोलेशन अनिवार्य किया, 550 केस होते ही लॉकडाउन कर दिया https://news.tazarbekar.com/narendra-modi-latest-news-prime-minister-narendra-modi-today-speech-updates-on-coronavirus-covid-19-india-lockdown-extension-may-3-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a7%e0%a4%be%e0%a4%a8%e0%a4%ae/",punjabi_tech
2020-04-14 23:31:26+00:00,Admission halted at Kolkata medical college after Covid-19 death – Times of India ,Vsplusonline
2020-04-14 23:31:24+00:00,New post (Admission halted at Kolkata medical college after Covid-19 death - Times of India) has been published on ApzWeb - https://apzweb.com/admission-halted-at-kolkata-medical-college-after-covid-19-death-times-of-india/,Vsplusonline
2020-04-14 23:31:12+00:00,Admission halted at Kolkata medical college after Covid-19 death – Times of India ,News2428678441
2020-04-14 23:30:01+00:00,"Arrey Bhai, Koi Feku ko bolo, Thali aur GHANTA छोड़ो, Ye Gilead wale drug ko India mein लाओ अपना @Cipla_Global can get into some partnership with Gilead. Gilead reports compassionate use data of remdesivir in Covid-19 https://www.clinicaltrialsarena.com/news/gilead-data-remdesivir-covid-19/ via @Clinical Trials Arena",CryoPerSea
2020-04-14 23:30:00+00:00,"The #COVID_19 #publichealth emergency provides the Union government a rare opportunity to update the country’s laws; otherwise, this legislative and policy gap could soon prove to be India’s Achilles' heel, argues Manish Tewari: https://bit.ly/2UMQ9Aa",orfonline
2020-04-14 23:27:17+00:00,"@ShashiTharoor @CMOMaharashtra @CMOKerala @DrShingnespeaks @rajeshtope11 Are we testing this drug in India? If not, why? Study finds remdesivir effective against a key enzyme of coronavirus that causes COVID-19: Remdesivir already in human trials. ",CryoPerSea
2020-04-14 23:26:07+00:00,India alarga 19 días su ' riguroso y austero' confinamiento contra el COVID-19 https://elpotosi.net/mundo/20200414_india-alarga-19-dias-su-riguroso-y-austero-confinamiento-contra-el-covid-19.html vía @elpotosinet,elpotosinet
2020-04-14 23:25:03+00:00,There are fears that #India remains ill-equipped to deal with the current #COVID-19 #outbreak. http://ow.ly/ZxFh50zdRRI,Stratfor
2020-04-14 23:22:03+00:00,#CubaSalvaVidas VALIENTES: La primera doctora de la India graduada en Cuba combate la COVID-19 en su país http://www.cubadebate.cu/noticias/2020/04/14/valientes-la-primera-doctora-de-la-india-graduada-en-cuba-combate-la-covid-19-en-su-pais/#.XpZTSxRFjRo.twitter,Guajiritasoy
2020-04-14 23:22:00+00:00,"मनुष्य-धर्म तू निभा, जा कर्म कर तू कर्म कर, स्वास्थ्य अपना रख दुरुस्त, संकट है अपने चरम पर, ना घर से तू निकल बाहर, देश पर कृपा तू कर, जो धर्म है तू वो निभा, जा कर्म कर तू कर्म कर।। @narendramodi #GharParRahen #stayhome #covidindia #covid19india #coronavirus #CoronaUpdatesInIndia",bhaktriot
2020-04-14 23:21:56+00:00,India has 1.3 billion people. Everyone takes hydroxychloriquine. They've had about 200 deaths by COVID.,BobCascadden
2020-04-14 23:20:43+00:00,Have you seen a single positive tweet from @RahulGandhi supporting India in war against Covid ?,bdheerajprabhu
2020-04-14 23:20:09+00:00,"North of India, starving its Hindu residents during Covid.",LukeNewman53
