0,1,2
2020-04-17 23:59:52+00:00,"#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices, workplaces, factories and establishments and penalties for offences regarding violation of lockdown measures.",BalGovindPasi2
2020-04-17 23:59:18+00:00,"#IndiaUnitedAgainstCorona From the old to the young, India’s corona warriors are united. Proactively everyone is following precautions and strengthening the fight against COVID-19.",BalGovindPasi2
2020-04-17 23:58:53+00:00,"#IndiaUnitedAgainstCorona India witnesses coordinated response from states to battle COVID. Innovative measures like helium balloons to transmit information in Vadodra, COVID-19 war room in Bengaluru to tackle COVID-19 are being undertaken.",BalGovindPasi2
2020-04-17 23:58:04+00:00,"#Death toll in #India rises to 452; #cases climb to 13,835 #Covid_19 #CoronavirusPandemic",RisingKashmir
2020-04-17 23:57:11+00:00,#Covid_19 #GoodMorning #India ,ishu343
2020-04-17 23:56:37+00:00,Coronavirus COVID-19: Centre suspends all existing visas granted to foreigners till May 3 | India News https://newsattend.com/coronavirus-covid-19-centre-suspends-all-existing-visas-granted-to-foreigners-till-may-3-india-news/,TargetPossible
2020-04-17 23:56:31+00:00,#TBNNEWS #INDIA New definition of ‘essentials’ New Delhi: The Covid-19 pandemic has confined millions of people to their homes for one of the longest periods known in recent times. Homes have become the safest and… https://www.instagram.com/p/B_GejGkFPRz/?igshid=kgl77v205otw,tbnnewschannel
2020-04-17 23:56:09+00:00,Rate of growth in Covid-19 cases down 40% since April 1 | India News https://republicpost.in/rate-of-growth-in-covid-19-cases-down-40-since-april-1-india-news/,republicpostin
2020-04-17 23:55:26+00:00,"#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices, workplaces, factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App",bhavahyuktah
2020-04-17 23:54:57+00:00,"Hello, @PMOIndia Why are you not using you contacts to help India mass produce our own test kits? If senegal can do it, Why force India to buy from other countriesd? @CMOMaharashtra @PawarSpeaks @rajeshtope11 @ICMRDELHI @CSIR_IND @Cipla_Global #Covid_19 #coronavirus",CryoPerSea
