0,1,2
2020-05-16 23:59:40+00:00,"#AatmaNirbhar India The United States will airlift 200 mobile ventilators, each estimated to cost about ₹10 LAKH($13,000), ""to help Indians combat Covid-19"" ~~Hindustan Times. PS: Freight charges are being paid in addition to the cost of ventilators of about $2.6 million.",aftabd
2020-05-16 23:59:35+00:00,गरीब जनता व मजदूर को मिटाना है। थोड़ी देर चलेगी @WHO @DrHVoffice @drharshvardhan @AyushmanNHA @ICMRDELHI @MoHFW_INDIA #CoronaVirusUpdates #CoronavirusLockdown #Covid_19india #COVID19Pandemic #StayHomeIndia,NEELYOGENGINEER
2020-05-16 23:59:14+00:00,Candidata a ser conejillo de india para la vacuna del covid ahre,_universejjong
2020-05-16 23:58:14+00:00,■ リーディング [ その他: Level★ / Length★ ] * コロナウイルス感染者、中国を抜いてインドが最多に。 India overtakes China in number of COVID-19 cases - The Mainichi ,SskhaE
2020-05-16 23:56:03+00:00,Is there any justice in the world though? If India’s handling of the covid crisis has taught us anything it is how inhumane a government can be and invariably as a byproduct it’s people..devastated to know that as I tweet this on a couch lakhs are hungry starved sick or in pain. ,sufiya35
2020-05-16 23:54:02+00:00,"To review the preparedness of 30 municipal areas who are contributing to almost 80% of India's total COVID-19 cases, Health secretary Preeti Sudan and Rajesh Bhushan, OSD, and other senior officials of the Union Health Ministry held a high-level https://www.blimpt.com/health-secretary-holds-review-meeting-with-officials-of-30-most-affected-municipal-areas/",Blimpt4
2020-05-16 23:53:57+00:00,"Street Prayer in Nagaland, India #Covid_19 https://youtu.be/r7tEo4n3QNg via @YouTube",sherri_rauch
2020-05-16 23:51:10+00:00,Waiting For The Tsunami: The Mediated Narrative Of COVID-19 In India via @forbes @republic @majorgauravarya @BBCHindi @ABPNews @timesofindia,pawanchauhan90
2020-05-16 23:50:16+00:00,"https://www.businessinsider.in/business/startups/news/billionaire-ratan-tata-reveals-his-ideas-about-setting-up-a-disaster-proof-business-in-the-post-covid-world/articleshow/75676805.cms India's IT/ITES industry has shown that it's quite capable of extensive WFH-ing, and industry leaders should seriously consider moving to a permanent WFH mode by end-2021. What @RNTata2000 says is one of the biggest needs of the hour in a post-Covid world.",Andec_Tanker
2020-05-16 23:50:14+00:00,"Thanks a ton !! We really appreciate the outstanding approach of India post to deliver the much needed medicine packet during the lockdown in red zone of Covid 19, we salute to the staff and people of India Post.",satyatkdindia
2020-05-16 23:49:27+00:00,179 India overtakes China in number of COVID-19 cases - The Mainichi https://mainichi.jp/english/articles/20200516/p2g/00m/0in/073000c,shutudy5
2020-05-16 23:48:58+00:00,Aarogya Setu: Why India’s Covid-19 contact tracing app is controversial ,MediaDusk
2020-05-16 23:48:45+00:00,Delhi police showers flowers at Jhandewalan Temple workers who have fed over 18.5 lakh people amid COVID-19 lockdown ,India_NewsLive
2020-05-16 23:48:08+00:00," Mr, Miss &amp; Mrs Ticktok Star India 2020 (Online Talent Contest) Presents by The Glitter Entertainment Vaibhav Agarwal (Faridabad) Contestant No - 24 •India Fight against COVID-19 #stayhome #staysafe #IndiaFightAgainstCovid19 #TheGlitterEntertainment #TicktokStarIndia",The__Glitter
2020-05-16 23:48:05+00:00,"Hello Hamilton I saw that video which u uploaded in Instagram about how does Germagic work against Covid-19. Really, This is the greatest invention to protect human beings. How could I get this spray in India ??",Arvind_Bharti_
2020-05-16 23:47:24+00:00,"Devera venkat https://www.facebook.com/devara.venkat.5 working in MELUBCO http://www.gibca.ae/mel.html is a rabid hatemonger and Islamophobe ,blames already persecuted minorities of india responsible for spread of Covid-19. blames muslims that they are not patriotic to their countries.@ShjPolice",psychobeware
2020-05-16 23:46:43+00:00," Mr, Miss &amp; Mrs Ticktok Star India 2020 (Online Talent Contest) Presents by The Glitter Entertainment Harshal (Moradabad) Contestant No - 23 •India Fight against COVID-19 #stayhome #staysafe #IndiaFightAgainstCovid19 #TheGlitterEntertainment #TicktokStarIndia #WilletTv",The__Glitter
2020-05-16 23:46:01+00:00,"Covid-19 recovery rates (16.05.2020) World :: 38.3% India :: 37.75% U.P. :: 57.3% Today, we witnessed the highest no of recoveries in India. It's a positive trend.",_PreetiPandey
2020-05-16 23:45:46+00:00,#Covid_19 cases in India crossed the mark of 90k+ thing's are getting out of control now When will we all get rid of this ? ,micky009_
2020-05-16 23:45:40+00:00,"Three old #beggar #friends (1 #Hindu &amp; 2 #Muslims) 500+ kms of the 1600 kms from #Mumbai to #Faizabad under #Lockdown3. They say, ""happy to have the company of each other, even in distress."" India is going around with Hindu-Muslim frenzy #COVID #Communalvirus #MigrantLivesMatter",Dravidian_Son
2020-05-16 23:45:20+00:00,Lockdown 4.0 : 12 राज्यों के इन 30 शहरों में जारी रह सकता है सख्त लॉकडाउन @WHO @DrHVoffice @drharshvardhan @AyushmanNHA @ICMRDELHI @MoHFW_INDIA #CoronaVirusUpdates #CoronavirusLockdown #Covid_19india #COVID19Pandemic #StayHomeIndia,AmarUjalaNews
2020-05-16 23:43:57+00:00,COVID-19: MP Court Sends 69 Tablighi Jamaat Members to Judicial Custody #Islamophobia_In_India This is the first instance in the country where someone has been sent to the jail for spreading the virus ,Conspiratorfeku
2020-05-16 23:43:46+00:00,This is the Message which has been widely spread all over India amongst all Muslims . I also request u guys to have a look at it and try to avoid Eid Shopping because of this COVID-19 Pandemic @isktweets,yahyatweets
2020-05-16 23:43:40+00:00,"@narendramodi , @nsitharaman ,@nsitharamanoffc Dear PM and FM , Firstly i would like to appreciate your efforts in controlling COVID in India and i wish India will come out of this pandamic asap. I would appreciate the steps or proposals being anounced by FM mam from last 4 days",KBuyyanapragada
2020-05-16 23:43:32+00:00,Coronavirus wrap May 16: US to donate ventilators to India to treat the COVID-19 patients https://student.tradingpublicschool.co.in/2020/05/16/coronavirus-wrap-may-16-us-to-donate-ventilators-to-india-to-treat-the-covid-19-patients/,public_trading
2020-05-16 23:42:47+00:00,@narendramodi Sir please instruct all sectors to use covid-2019 instead of COVID-19 it will help India to fight with this virus,HARSHIV03
2020-05-16 23:41:46+00:00,Right... We all even don’t know that when will #COVID__19 end.. And when we will step out of our homes.. Travelling for now is a far fetched reality.. @eyehinakhan @pearlvpuri @sidharth_shukla @ishehnaaz_gill @SurbhiJtweets #survivor2020 @BeingSalmanKhan #sidnaaz #india #COVID ,sja_thedude
2020-05-16 23:41:24+00:00,COVID-19 5/17 7:32 Global 4629575 US 1465066 Russia 272043 UK 241455 Brazil 232376 Spain 230698 Italy 224760 France 179630 Germany 175752 Turkey 148067 Iran 118392 India 90648,spee_dentalblog
2020-05-16 23:40:07+00:00,"Aisa th nhi ki India ki NRC NPR ko uparwale ne bhi seriously le lia,register maintain krne laga,WRC WPR (W=world) bas darti hu k kahi wo CAA me bhi interestd hogya aur Venus &amp; Mars ki persecuted minorities ko Earth ki citizenship dene ka faisla kr baitha th #COVID__19 #pandemic",falakdbest
2020-05-16 23:40:02+00:00,"""U.S. envoy calls out COVID-19 related harassment of minorities in India - The Hindu"" ",sahal_ronstar
2020-05-16 23:39:40+00:00,"Belum lagi habis covid 19 - lebah pembunuh https://youtu.be/gXrrLJuxFfI via @YouTubeKILLER BEES ATTACK IN INDIA, CHINA, TURKI, IRAN AND BITES IMMEDIATELY DIE ON THE SPOT",marytan147
2020-05-16 23:39:31+00:00,"Are you talking about Fake news channels that America is so famous for. No thank you! Lol now I know where your knowledge is coming from. Again I am not saying HCQ treats Covid, but a lot (80% of US demand) medicines that are supplied from India treat other therapies.",rwebsterch
2020-05-16 23:38:37+00:00,: Take lesson from SWEDEN . COVID -19 is being used as an excuse by you to harass and kill people .COVID -19 is just a flu type . Mortality rate is hardly 2% .In 50 days only 2500 people have died due to Corona where as in India average per day mortality rate is more than 3000 .,bigboon11
2020-05-16 23:37:58+00:00,"Did we see the single biggest jump of COVID-19 cases in a single day (16th May, ~4800) in India? Is it the right time to lift the #lockdown?",aimar09
2020-05-16 23:36:36+00:00,"Only 19 per cent of international passengers arriving in India were screened for Covid-19 between 15 January and 23 March, a day before the lockdown was announced, an RTI reply from the government has revealed..... and they blamed the Muslims. @alnassar_kw @DrAlshoreka",mynationmyprid1
2020-05-16 23:36:02+00:00,It is doubtful if a chart showing demographic distribution of Covid-19 victims in India will ever be made public. That will take the goat of liberal-secular Lutyens. ,hetramrathi
2020-05-16 23:34:48+00:00,"En Egipto, India, Filipinas, México y otros lugares, médicos enfrentan a la COVID-19 y a las agresiones... ",paezvarela
2020-05-16 23:34:41+00:00,@DoJ_India @narendramodi @RahulGandhi @CPCB_OFFICIAL @nitin_gadkari As #Covid_19india patients die it's going to be more gas chambers for who breath in heavy smoke from funerals in cities Please save residents from smoke from cremations Pl re-tweet to support @ThePuneMirror,navipeth
2020-05-16 23:32:39+00:00,*COVID 19 Update : Today 108 New Cases In Jammu &amp; Kashmir 47 Kulgam 17 Anantnag 12 Kupwara 3 Srinagar 2 Baramulla 5 Budgam 12 Ramban 10 Kathua METRO NEWS NETWORKS INDIA https://m.facebook.com/story.php?story_fbid=3067811206612818&amp;id=218535084873792,Yawerkh49003188
2020-05-16 23:30:52+00:00,Men and women are the unsung heros of india - who selflessly build our nation. #MigrantWorkers #India #COVID__19 @lockdown @RahulGandhi @RGWayanadOffice @INCIndia,this_is_rahman
2020-05-16 23:30:24+00:00,"India's coronavirus lockdown: The good, the bad and the ugly of Narendra Modi's COVID-19 measures ",CGJoe1
2020-05-16 23:30:00+00:00,United States to donate ventilators to India after her COVID-19 tally crossed China's...... #India #China #UnitedStates #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19,TPE_connect
2020-05-16 23:29:51+00:00,They are mistaking Covid relief with a 20 year business plan for India. They are going nuts.... ,vt2rbi
2020-05-16 23:27:47+00:00,"Sir, dialysis patients ki dialysis nhi ho rhi h bina covid test k jabki koi symptoms bhi nhi..kya aise serious patients k liye koi strategy h?",86fatima2015
2020-05-16 23:26:19+00:00,"4,885: Biggest jump in India’s Covid count https://timesofindia.indiatimes.com/india/4885-biggest-jump-in-indias-covid-count/articleshow/75783084.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi",RahilKirmani
2020-05-16 23:25:11+00:00,US to donate #ventilators to #India to fight coronavirus: @realDonaldTrump Important for #nations to work together to make world free of #COVID-19: @narendramodi Reports Lalit K Jha,RisingKashmir
2020-05-16 23:24:21+00:00,"4,885: Biggest jump in India’s Covid count http://toi.in/S4V9mb/a24gk via @timesofindia sorry to say this will carry on because this ruling govt wont listen to solution.",GangaDh04120533
2020-05-16 23:24:11+00:00,Closure of red light areas post-lockdown could help India stem further rise in COVID-19 cases: Study ,todaynews_24x7
2020-05-16 23:22:17+00:00,Govt issues Covid-19 response norms for slum clusters – india news ,newspeeler
2020-05-16 23:22:03+00:00,India Pune Airport COVID-19 repatriation flight https://nwslt.co/GvTdf5N via @NewslitCo,OfsMax
2020-05-16 23:21:32+00:00,"4,885: Biggest jump in #India’s Covid count Read more at: http://timesofindia.indiatimes.com/articleshow/75783084.cms?utm_referrer=https%3A%2F%2Fzen.yandex.com&amp;utm_campaign=dbr&amp;utm_source=contentofinterest&amp;utm_medium=text&amp;utm_campaign=cppst",juergen_p
2020-05-16 23:20:44+00:00,"Anti-Muslim mudslinging has hit new heights as pandemic panic paves new avenues in India. COVID-19 has crippled nearly every aspect of governance and public life in India, with one exception: the department of hate and fake news.",NoHate_TryLove
2020-05-16 23:20:39+00:00,@HamdanMohammed - Hello Sir I am stuck in India from last 2 months due to Covid 19. Please assist me on humanitarian grounds in repat to Dubai as my wife is pregnant and she is due in July. She is managing every thing all alone now and I fear for her safety and well being.,ASGAR2020A
2020-05-16 23:20:34+00:00,Pakistán y la India producirán y exportarán antiviral contra el COVID-19 | Mundo | Gestión ,JuanRojasVargas
2020-05-16 23:20:18+00:00,"India`s 80% coronavirus COVID-19 cases from 30 municipal areas, Health Ministry asks officials to focus on timely tracing ",post_asia
2020-05-16 23:20:18+00:00,"VHS show: Debashshis Basu opined that ""No one in India had corona virus - It came from abroad. If India had blocked visitors from abroad from January when Covid-19 was reported, it would have been much better. Instead, much later, whole country was put under full lockdown.."" ",Dharma2X
2020-05-16 23:19:39+00:00,First #COVID__19 now Rare #COVIDー19 Linked disease.. #Covid19UK #SaudiArabia #India ,sja_thedude
2020-05-16 23:18:49+00:00,.@narendramodi @amitshah : Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown - Sign the Petition! http://chng.it/GHjMQLbm via @ChangeOrg_India,sabbir_sodagar
2020-05-16 23:17:47+00:00,The people need to follow suit in toto the guidelines & measures for the lockdown of the government of India to root out the root of the COVID-19 pandemic natural disaster. Hopefully things is getting better&amp; better and the country is emerging stronger.,AbulBas95938869
2020-05-16 23:17:28+00:00,"கடைசில governmentayum சமுத்திரகனி மாதிாி பேச வச்சுடீங்களே பாவிங்களா... ""Coronaoda வாழ பழகிக்கொழ்"" #COVID #coronavirusinindia #India",TLolluvar
2020-05-16 23:16:34+00:00,कैसे हो भक्तजनो?#ISRO #shameonbjp #AtmnirbharBharat #Modi #NirmalaSitaraman #ShamelessBJP #Airports #india #RahulGandhi #AirIndia #VandeBharatMission #privatization #saleindia #6saalbharatbehaal #JumlaPackage #Feku #jhoot #20LakhCrorePackage #middleclass #migrants #Covid_19india,mogambokhushua
2020-05-16 23:15:48+00:00,"India's fight against Covid'19 is shattered bcos of continued arrogance of opposition parties condemning Govt. on every step, spreading miscommunication &amp; fake news amongst the masses creating a state of fear and distrust.. @sambitswaraj @PMOIndia @NalinSKohli @ZeeNews",Rahul67737285
2020-05-16 23:13:43+00:00,1 in 4 most-viewed Covid-19 videos in English on YouTube incorrect: Study – india news ,OMarugujarat
2020-05-16 23:13:09+00:00,Arab world taking a U-turn on #modi? @TarekFatah @CBCNews @globalnews #cdnmedia #humanrights #MuslimTwitter #EUROVISION #COVID19 #covidindia #COVIDIDIOTS #ModiMadeDisaster #BJP #pakistan #MiddleEast @AJEnglish @AlArabiya_Eng,Pushback_stream
2020-05-16 23:13:01+00:00,Oh this virus has been infecting India much longer and much worse than Covid has been..,Temple_Phantom
2020-05-16 23:12:09+00:00,"En Egipto, India, Filipinas, México y otros lugares, médicos enfrentan a la COVID-19 y a las agresiones... ",MartinesPrisci
2020-05-16 23:12:07+00:00,"#India records highest single day spike of 4,864 #COVID__19 cases with 118 new deaths in last 24 hours. Total number of cases reached 90,648. #coronavirusinindia #StayHome #StayHomeSaveLives",ArsalanAlyas
2020-05-16 23:11:04+00:00,#PMOfIndia #Covid #migrants all #MigrantLabourersDying they are your children #God lives not in #mosques #Temples #churches #God lives in #poor you are father / mother of nations beg you plz send direct transfer each week not ration u shall lead #india all Muslim vote u now,parvezhayatips
2020-05-16 23:10:32+00:00,"@MoHFW_INDIA issued Advisory for managing health care workers working in both COVID &amp; non-COVID areas of hospital for taking preventive measures, isolation and quarantine of health care functionaries. Summary at http://covid-india.in via the link here http://shorturl.at/eDNPZ",COVIDIndiaTrack
2020-05-16 23:10:13+00:00,Modeling and forecasting of the COVID-19 pandemic in India. (arXiv:2005.07071v1 [http://q-bio.PE]) https://j.mp/3fTHK7D #biophysics,BlackPhysicists
2020-05-16 23:09:46+00:00,"Pls address the internal migrants crisis. It has happened on several occasions that actions with good intentions didn’t derive intended results, e.g., demonetization. Now your actions to control COVID-19 could cause the greatest crisis for India’s poor. Act swiftly!",sharun1903
2020-05-16 23:09:42+00:00,1 in 4 most-viewed Covid-19 videos in English on YouTube incorrect: Study – india news https://doorbulletin.com/1-in-4-most-viewed-covid-19-videos-in-english-on-youtube-incorrect-study%e2%80%89-india-news/,doorbulletin
2020-05-16 23:09:26+00:00,"India In post-Covid-19 world, Aarogya Setu app will be your passport to enter airports - Deccan Chronicle https://nwslt.co/dbYRPpz via @NewslitCo",OfsMax
2020-05-16 23:09:24+00:00,"Will help Colombo to deal with economic challenges due to COVID-19, says India’s new high commissioner to Lanka ",We_TeenNews
2020-05-16 23:09:18+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India https://www.nsservices.in/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",services_ns
2020-05-16 23:08:51+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India ",Decenthome1
2020-05-16 23:08:44+00:00,Video berdurasi 2 menit 52 detik viral di jejaring sosial dengan narasi video serangan serangga/lebah beracun di India saat pandemi Covid-19 itu TIDAK BENAR alias HOAX. Faktanya : Berdasarkan pemeriksaan fakta… https://www.instagram.com/p/CAREIWDpXcG/?igshid=meisf0re1fe5,Humas_Polda_Ktg
2020-05-16 23:08:31+00:00,"Insights from the #Covid19quilt project: @singhleton from New Delhi, India writes, ‘Our social and economic systems have been struggling for quite some time now. #Covid has shown us a mirror. It's now up to us to change what we see in our reflection.’ https://www.instagram.com/p/CAFPJGPAUEn/?igshid=1j6utkvlnw0zy",talfitzpatrick
2020-05-16 23:07:37+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India https://joindhan.in/2020/05/16/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",IndiaNe81732983
2020-05-16 23:07:05+00:00,"NEW DELHI: Minister of State for Development of North Eastern Region Jitendra Singh held a meeting with the Chief Secretaries of Northeastern states over Covid-19, via video conference, on Saturday. #Breakingnews #covid #Googlenews #India #Indianews #Indi https://newsstore247.com/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",newsstore247
2020-05-16 23:06:47+00:00,"India's success in defeating covid-19 rests upon centre-state cooperation . State's act as first responders to the pandemic , it is important to supply them with adequate funds and autonomy instead of making them dependent upon the centre.",shahfarrukh_
2020-05-16 23:06:00+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India https://gujaratsamachar.site/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",TukadiyaJignesh
2020-05-16 23:06:00+00:00,2 firms get govt nod to produce desi swabs for cheaper Covid-19 test kits | India News – Times of India https://gujaratsamachar.site/2-firms-get-govt-nod-to-produce-desi-swabs-for-cheaper-covid-19-test-kits-india-news-times-of-india/,TukadiyaJignesh
2020-05-16 23:05:22+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India https://www.republickhabar.in/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",KhabarRepublic
2020-05-16 23:05:19+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India ",imGauravPandit
2020-05-16 23:05:11+00:00,2 firms get govt nod to produce desi swabs for cheaper Covid-19 test kits | India News – Times of India https://www.nsservices.in/2-firms-get-govt-nod-to-produce-desi-swabs-for-cheaper-covid-19-test-kits-india-news-times-of-india/,services_ns
2020-05-16 23:05:10+00:00,"We hv more than 50000 Foreign Medical Graduate doctors, FMGs who r ready 2 serve India at dis Pandemic. Give all of dem lisence immediately without any screening test 2 handle d Covid @PMOIndia @drharshvardhan @MoHFW_INDIA @aifmga @ForeignWelfare @ani @PTI_News #letfmgserve",ManjunathBalag9
2020-05-16 23:05:04+00:00,"COVID-19: India Crosses China's Tally, Over 85,000 Cases Reported - Guwahati Plus http://dlvr.it/RWnhmy",guwahati_tweets
2020-05-16 23:05:02+00:00,"North-East has fared better than most regions of India in tackling Covid-19, says Jitendra Singh | India News – Times of India https://www.ktnewslive.com/index.php/2020/05/17/north-east-has-fared-better-than-most-regions-of-india-in-tackling-covid-19-says-jitendra-singh-india-news-times-of-india/",ktnewslive
2020-05-16 23:04:06+00:00,Every country is fighting against @Covid_19 by his own way . @COVID19_INDIA @covid19_china @covid19_Italy @covid19_usa . #Hindus #Muslims . #NDTVTopStories .,HashimSalik
2020-05-16 23:03:20+00:00,Two Delhi Police officers test positive for Covid-19 | Delhi News – Times of India ,todaynews_24x7
2020-05-16 23:02:39+00:00,"Consideran los ejércitos de China e India, etc, al cambio climático como una amenaza para la seguridad nacional. Leñe, y global. Si se acelera por exceso de CO2 orí human tendremos la IIIWW antes que la Vacuna del COVID-19. Imagino que todo está relacionado, así q todos targets.",Nomaraa777
2020-05-16 23:02:16+00:00,"Coronavirus in India LIVE: Rajasthan reports 213 fresh Covid-19 cases, state’s tally at 4,960 http://bharatudaynews.com/index.php/2020/05/16/coronavirus-in-india-live-rajasthan-reports-213-fresh-covid-19-cases-states-tally-at-4960/",uday_live
2020-05-16 23:02:04+00:00,India is on the right track. Hon. PM. Shri Modi is on the offencive mode in managing Covid. Pandemic. He is gradually emerging as a World leader at this juncture. All the best wishes HON. MODIJI,jayapra31943205
2020-05-16 23:01:56+00:00,#government #politics #india #covid #news #coronavirus #america #trump #usa #corona #love #vote #republican #business #upsc #maga #bjp #lockdown4 #covid19_india #IndiaFightsCoronavirus @DrKumarVishwas @ravishndtv @Rekhta @PMOIndia,shashanksaxena_
2020-05-16 22:58:51+00:00,"No quiero ni imaginar cuando estén disponibles las vacunas contra el COVID-19 Y Nicolás (si aún está) las presente : Hechas por china, traídas de La India e importadas de Cuba ...!! https://twitter.com/raulrivas05/status/1261742365343207427",Migue1Caro
2020-05-16 22:58:37+00:00,"You can save lots of lives by reporting with all your zeal about poor people walking hungry ,dying on roads.Wake up the Govt as you waked up whole of India blaming Jamatis of Covid spread.",mohniskha
2020-05-16 22:58:14+00:00,@WHO covid in India going to get very bad. Burden on hospitals.,Covid19warrior3
2020-05-16 22:57:58+00:00,India: #Punjab government extends #COVID-19 lockdown until 31 May,BCDapac
2020-05-16 22:57:54+00:00,#HumanityFirst #India #Punjab volunteers have prepared and distributed first batch of hand sanitizers around Qadian town and nearby villages last week. #IndiaFightsCoronavirus #IndiaFightsCOVID19 #Lockdown #COVID #Islam #Muslims #Ahmadiyya,HumanityFirstIN
