0,1,2
2020-04-09 23:59:58+00:00,"Indore, Bhopal and Ujjain sealed over Covid-19 cases spike: Shivraj Chouhan – india news https://www.newspointworld.com/indore-bhopal-and-ujjain-sealed-over-covid-19-circumstances-spike-shivraj-chouhan-india-information/",newspointworld
2020-04-09 23:58:55+00:00,Or sir aap bolte he ki me Loni me rehta hu sur ji jis dour he hamara India gujar raha he sayad log covid 19 se nahi khane se jada marege log face dekh ker rason de rahe he ye to Galt he ji mujhe jo dik raha he me wahi bol raha hu ji aane wale time me logo per kuch nahi rahega tha,MohdAbi30187144
2020-04-09 23:58:50+00:00,India has quietly sidestepped some of WHO advisories on Covid virus and following ICMR guidance which is good ,ashu2379
2020-04-09 23:58:40+00:00,"Just wondering whether India’s elevated temperatures may be a deterrent to COVID-19 spreading? If, so, this bodes well for U.S., as we approach mid Spring. ",modelerr
2020-04-09 23:58:34+00:00,#covidindia 10/04/2020 ,QuddusiShah
2020-04-09 23:56:25+00:00,#TablighiJamaat Will cost India and Indians dearly in the fight against COVID-19.,arrjunan
2020-04-09 23:56:07+00:00,It wasn’t that hot in India thru at least March 20. Certainly not hot enough to kill covid per experts,Jetspete
2020-04-09 23:55:54+00:00,"@PMOIndia sir pls take statistics number of deaths before and after covid in India, how many die due to Pneumonia or lung related ailments, sir India has got knowledge that is needed to stay preventing uprise in covid, it is not necessary for whole country lockdown, namaste",swathikr
2020-04-09 23:55:51+00:00,"The President, the VP and the SoS are all walking, ""In Step"". They are thanking the Nations who have stepped up and are supporting the Covid-19 Efforts. India, Taiwan, Vietnam and Laos. They are letting China know, America still has friends in SE Asia.",DYR_Photography
2020-04-09 23:55:24+00:00,COVID-19: India’s growth rate to be 4.8% in FY 2020-21- UN report https://www.khabarsbollywood.com/covid-19-indias-growth-rate-to-be-4-8-in-fy-2020-21-un-report/,newsgang2
2020-04-09 23:54:22+00:00,"India fights to Covid 19 n get well soon, cz India have a good handler PM Modi ji, pls follow his Request"" help us hungry People .""this is the honour they wants from us.its our Responsibility to make sure no one hungry in Our area,city,state n country in this crucial situation.",suryaprakashmi2
2020-04-09 23:54:00+00:00,"""¿Y qué si eres doctora?"" Una pareja en Surat (India) amenazó a su vecina doctora que trabaja en un hospital con pacientes con Covid-19. ",BrutMexico
2020-04-09 23:53:34+00:00,Kerala gets ICMR nod to test plasma therapy to treat COVID-19 patients: How does the treatment work? - https://indiagoneviral.com/news/2020/04/10/kerala-gets-icmr-nod-to-test-plasma-therapy-to-treat-covid-19-patients-how-does-the-treatment-work/18596/india-gone-viral/,gone_india
