0,1,2
2020-04-16 23:59:55+00:00,"India continues to punish Kashmiris in times of COVID-19 #Coronavirus @kashmirwatch Kashmir halts sample collection after 5,000 test kits ‘mysteriously’ diverted to Jammu",KashmirWatch
2020-04-16 23:59:25+00:00,The role of US to help India post Covid lift and that would be real booster - ,Mohan1963K
2020-04-16 23:59:21+00:00,"Nepal pop. 29 million, bordered by China and India, 16 cases of Covid-19 &amp; 0 deaths. Uzbekistan pop. 33.47 million, 1,349 cases &amp; 4 deaths, bordered by Kazakhstan; Kyrgyzstan; Tajikistan; Afghanistan; and Turkmenistan with a combined population of 76.71 million!!",PaulWJohns65
2020-04-16 23:58:41+00:00,@ashoswai Sir whats your view point on India's export of hydroxychloroquine to other country and how do you see indian government action to combat #Covid_19 ... Your big fan ,Jitendr98798009
2020-04-16 23:57:59+00:00,"Covid-19: Can’t say India is not testing enough; 23 out of 24 tests turning out negative, says ICMR https://scroll.in/latest/959404/covid-19-cant-say-india-is-not-testing-enough-23-out-of-24-tests-turning-out-negative-says-icmr @scroll_in से",ritesh91
2020-04-16 23:57:54+00:00,Alguém aqui sabe me explicar porque a mortalidade no Brasil pelo Covid é tão superior a da Índia? Seria pela recomendação do ministro da saúde indiana de usar a hidroxicloroquina no estágio inicial da doença?,ducoutorosa
2020-04-16 23:57:53+00:00,"24 Tests For A COVID-19 Case, India's Rate Not Low: Centre https://www.ndtv.com/india-news/coronavirus-24-tests-for-a-covid-19-case-indias-rate-not-low-says-centre-2213153 @ndtv से",ritesh91
2020-04-16 23:57:25+00:00,"To H Raja sir.All 1000 came from overseas? All have covid? No other foreigners visited Delhi other than mosque. US, UK, ITALY WHO SPREAD. ONE LADY SINGER from abroad. My brother also went (Hindu) to India. I studied in Muslim inst.woring UAE.",UnmaiVelicham
2020-04-16 23:57:21+00:00,We love you bts from Indian army plz come india for concert after covid -19 ,Gjgh06393559
2020-04-16 23:56:42+00:00,"US, India working jointly on Covid vaccine: Pompeo http://toi.in/38wM3Z/a24gk via @timesofindia",Mohan1963K
2020-04-16 23:53:52+00:00,"#Sanitation work in #India “Our people die all the time anyway, but no one asks about us,” says Archana. “What difference does it make if we now die of the virus?” #Covid https://ruralindiaonline.org/articles/essential-services-expendable-lives/ #RuralIndiaOnline via @PARINetwork",susanengel_oz
2020-04-16 23:53:52+00:00,"Jamat is only group which is responsible for sabotaging India’s effort to control the COVID-19, don’t be in fools paradise, as the role of China is no less than an act of economic war, your home state is same as mine, but Ravish your thoughts are bimari for the country",adv_abby
2020-04-16 23:52:40+00:00,WHO hails India’s operation ‘Polio’ against Covid-19 | Ghanti Bajao ,dailymailindia
2020-04-16 23:52:29+00:00,"Samsung India Pledges Rs. 20 crores for COVID-19 Relief Efforts, Majority to PM CARES Fund https://latesttechnews.org/technology-news/samsung/samsung-india-pledges-rs-20-crores-for-covid-19-relief-efforts-majority-to-pm-cares-fund/",MediaDusk
2020-04-16 23:52:03+00:00,"To raja sir.All 1000 came from overseas? All have covid? No other foreigners visited Delhi other than mosque. US, UK, ITALY WHO SPREAD. ONE LADY SINGER from abroad. My brother also went (Hindu) to India. I studied in Muslim inst.woring UAE. PL quite.",UnmaiVelicham
2020-04-16 23:51:24+00:00,WHO hails India’s operation ‘Polio’ against Covid-19 | Ghanti Bajao https://amyrudigital.com/2020/04/16/who-hails-indias-operation-polio-against-covid-19-ghanti-bajao/,AmyruDigital
2020-04-16 23:51:11+00:00,"Corona Fish Market at Mumbai (Apr 10, 2020)- just before boarding US Embassy's emergency flight DL 8875 for US citizens stuck in India during the COVID-19 lockdown. Utter chaos. The ground-staff couldn't - and wouldn't - control the suicidally chaotic passengers.",Krishna_MD
2020-04-16 23:50:23+00:00,"#Women Self Help Groups in #India have risen to the extraordinary challenge of #COVID-19 (#Coronavirus) pandemic. They are meeting shortfalls in masks, sanitizers and protective equipment, running #community kitchens https://www.worldbank.org/en/news/feature/2020/04/11/women-self-help-groups-combat-covid19-coronavirus-pandemic-india?cid=SHR_SitesShareTT_EN_EXT via @WorldBank",praveen1107
2020-04-16 23:50:09+00:00,"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 in India (+671, tot. 13430), US (+576, tot. 667801), Czechia (+74, tot. 6433), Kosovo (+62, tot. 449), Norway (+48, tot. 6896), Uruguay (+9, tot. 502), Venezuela (+7, tot. 204)",VoiceToData
2020-04-16 23:49:39+00:00,See analysis below comparing India’s performance on COVID compared to US and how US government’s mixed messaging was a key contributing factor. https://youtu.be/DhV_DAj8dV0 @MSNBC @maddow @nytimes @BBCWorld @hasanminhaj,VT78342930
2020-04-16 23:48:48+00:00,@nambath @narendramodi @PMOIndia @nitin_gadkari @PTI_News @RahulGandhi Listen to my speech of 11 mts in URBAN DEBATE.MSME GETS MODIfied. https://youtu.be/vJhsxboBfio #MSME #curfewinindia #covidindia #survivalofthefittest #Entrepreneur #selfemployed,SOLKERRAGU
2020-04-16 23:48:29+00:00,WHO hails India’s operation ‘Polio’ against Covid-19 | Ghanti Bajao ,TodaysNews24x7
2020-04-16 23:48:11+00:00,"India, Canada, Australia among top to control Covid outbreak https://timesofindia.indiatimes.com/india/india-canada-australia-among-top-to-control-covid-outbreak/articleshow/75181309.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi",bccsharma1
2020-04-16 23:47:46+00:00,"Covid in India, today ",TrumpRussiaTies
2020-04-16 23:47:39+00:00,Hell no I won’t take it! The man has lectured on population control. He predicted this plandemic at Event 201. He has wreaked havoc in India and Africa with his polio and HPV accine. How much will this evil man make with the Covid accine? He must be stopped!,HeinLauda
2020-04-16 23:46:49+00:00,"How much does the Statue of Unity help India to fight against covid-19? Where are all those Ministers who claimed that cow is the answer? Govt. should stop wasting money and used her resources in building up the nation, also the country don't need those stupid Ministers",El_Fimate
