0,1,2
2020-04-13 23:59:53+00:00,EN CIUDAD A LOS PIES DEL HIMALAYA/ Policía india impone a turistas mexicanos sanción por violar confinamiento por covid-19: Escribir 500 veces «lo siento» ,DolarToday
2020-04-13 23:59:17+00:00,"US COVID-19 cases top 500,000; India extends lockdown https://bit.ly/2xqLFYd",bio500x
2020-04-13 23:59:16+00:00,"US COVID-19 cases top 500,000; India extends lockdown https://healthybuilds.com/us-covid-19-cases-top-500000-india-extends-lockdown/",HealthyBuilds
2020-04-13 23:59:16+00:00,"US COVID-19 cases top 500,000; India extends lockdown https://healthybuilds.com/us-covid-19-cases-top-500000-india-extends-lockdown/",SandersFilters
2020-04-13 23:59:16+00:00,"US COVID-19 cases top 500,000; India extends lockdown https://healthybuilds.com/us-covid-19-cases-top-500000-india-extends-lockdown/",NanoSafe1
2020-04-13 23:59:14+00:00,"El Gobierno ya nos advirtió de multas, pero India prefirió aplicar castigos como sentadillas y saltos de ranas para los que no respetan medidas contra #Covid_19 . Es más, ahora harán 500 planas con: “No respeto las reglas de confinamiento, lo siento” #Dia29 #YoMeQuedoEnCasa",brendalozavalen
2020-04-13 23:58:35+00:00,"#IndiaFightsCorona The entire world is currently facing the grave challenge of COVID-19. Given the humanitarian aspects of the pandemic, India is supplying drugs to various countries that are dependent on our capabilities. via NaMo App",DhanrajHirawat
2020-04-13 23:58:17+00:00,"@juliodenuncia1 no sea bruto mi hermano, eso no lo diga. India tiene estándares iguales o mejores que la UE o USA. consulte el pedido de hydoxycloroquine que hizo Donal Trump a la India. Con que cree que se alivio Boris johson del covid -19? Recuerde la visita a la India de Trump",luise53970838
2020-04-13 23:57:43+00:00,Esses comunistas! kkk Como um governo comunista no sul da Índia se tornou referência no combate à covid-19 ,EduUfjf
2020-04-13 23:57:10+00:00,"India awaits coronavirus COVID-19 lockdown status, PM Narendra Modi address at 10 am on April 14 https://postofasia.com/india-awaits-coronavirus-covid-19-lockdown-standing-pm-narendra-modi-deal-with-at-10-am-on-april-14/",post_asia
2020-04-13 23:55:54+00:00,"Covid-19: Maintaining fitness will be tougher for pacers than batsmen, says former India trainer https://todaysnews24x7.com/2020/04/covid-19-maintaining-fitness-will-be-tougher-for-pacers-than-batsmen-says-former-india-trainer/",TodaysNews24x7
2020-04-13 23:55:32+00:00,India’s high-speed internet ban in held Kashmir is preventing millions from accessing crucial health information as Covid-19 spreads among captive Kashmiris.,MZiauddi
2020-04-13 23:55:26+00:00,"Take a look at the new WHO student ad by College of Arts, India: COVID-19 https://j.mp/2V4j7N9",AnalyticaGlobal
2020-04-13 23:55:24+00:00,Ask your self... What makes Western #democracy lick #modi back end? @TarekFatah @CBCNews @globalnews #cdnmedia #humanrights #EUROVISION #COVID19 #covidindia #COVIDIDIOTS #ModiMadeDisaster #BJP #pakistan #MiddleEast @AJEnglish @AlArabiya_Eng @dwnews #news #ModiLeadingTheWorld,Pushback_stream
2020-04-13 23:55:00+00:00,Liquor shops reopen as essential commodity in two Indian states amid nationwide lockdown..... #India #Assam #Meghalaya #Lockdown #Coronavirus #CoronavirusPandemic #COVID #COVID2019 #COVID19 #COVIDー19 #Covid_19 #CoronavirusOutbreak,TPE_connect
2020-04-13 23:53:34+00:00,An India physicist invented Fiber Optic material in 1954. Ha! Wish it was the covid-19 vaccine. Then I'd have a lot more years ahead.,wwbowling1
2020-04-13 23:52:04+00:00,Perusahaan Kereta Api di India Ubah Gerbong Menjadi Tempat Isolasi COVID-19 ,pikiran_rakyat
2020-04-13 23:51:18+00:00,"@nytimes many MANY Americans are now calling @realDonaldTrump a Serial Killer due to his slow and incompetent response to COVID-19. W/ over 20k dead, hundreds of thousands sick &amp; millions jobless. Even @RealCandaceO pointed out that India has done a better job than Trump MAGA? ",GallonSage
2020-04-13 23:50:53+00:00,"India is mandating it only for HCW working with Covid patients and with appropriate safeguards, eg prior ECG tests etc.",PhilGarber5
2020-04-13 23:50:36+00:00,"Very happy to see how India is handling the Covid -19. The total number of coronavirus cases in India on Sunday evening climbed to 8,447, including 764 cured and discharged and 273 deaths, said the Ministry of Health and Family Welfare. ",PanwarAndy
2020-04-13 23:49:41+00:00,Why hasn’t Modi yet made an announcement about whether India is extending its Covid-19 lockdown? https://scroll.in/article/959037/why-hasnt-modi-yet-made-an-announcement-about-whether-india-is-extending-its-covid-19-lockdown via @scroll_in,Nagaria9
2020-04-13 23:47:01+00:00,Covid-19 fight India first ,Mannuku78186868
2020-04-13 23:46:02+00:00,"Take a look at the new WHO student ad by College of Arts, India: COVID-19 https://j.mp/2V4j7N9",adsoftheworld
2020-04-13 23:45:32+00:00,हम COVID-19: Manu Bhaker – Times of India से पहले अपने प्रदर्शन के चरम पर थे https://newstodayliveindia.com/%e0%a4%b9%e0%a4%ae-covid-19-manu-bhaker-times-of-india-%e0%a4%b8%e0%a5%87-%e0%a4%aa%e0%a4%b9%e0%a4%b2%e0%a5%87-%e0%a4%85%e0%a4%aa%e0%a4%a8%e0%a5%87-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a6%e0%a4%b0/,newstodayIndia4
2020-04-13 23:45:09+00:00,"'Give it nowhere to breed'.... Go stand in Delhi or anywhere in India and tell me if you think quarantine measures are useful bearing in mind these statistics: India population 1.33bn Covid deaths 326, first death recorded in January.",AndrewssJamie
2020-04-13 23:44:05+00:00,"From 14th, Find all Delhi Nizamuddin Markaz people and lock down them for another 3 weeks. Those are responsible for 80 percent of covid cases in India.",vamshekrishna
2020-04-13 23:43:02+00:00,He knew this was a thing when he was hanging there in India with Tone deaf daughter in the Covid dress. Hell/even before that when she sauntered around as though she were a princess in wherever the hell that was. Does he really think he can bullshit us on that???,LafizzyD
2020-04-13 23:42:18+00:00,Think positive! Why India Has one of the Lowest ratios of Covid-19 cases per capita in the world? ,ashshi
2020-04-13 23:42:00+00:00,@AjazkhanActor @ShayarImran see this.... valuable statement on fake news related covid 19. Aandh bhaktwo dakh lo India ka naam international level p kharb ho rha h....@RanaAyyub @Mdzeeshanayyub @alifazal9,Mohdraja007
