0,1,2
2020-05-09 23:59:52+00:00,What's more likely in a post-COVID India? Will we see a retail Wal-Mart or a Costco open in Noida or Bengaluru or are protests against these companies entering India more likely? I say the latter.,anangbhai
2020-05-09 23:59:36+00:00,US India 2020 Trade Relations in Health Sector under COVID -19 Challenge ,theindpanorama
2020-05-09 23:59:01+00:00,"SAD... American billionaire hedge-fund manager Julian Robertson took $800,000 in COVID-19 aid from New Zealand's government to pay the staff at his luxury resorts - Businessinsider India on Mobile ",DeeDandridge
2020-05-09 23:58:58+00:00,देश में तीन दिन में कोरोना संक्रमितों की संख्या दस हजार के पार पहुंच चुकी है। https://bit.ly/3bjOqIT @WHO @DrHVoffice @drharshvardhan @AyushmanNHA @ICMRDELHI @MoHFW_INDIA #CoronaVirusUpdates #CoronavirusLockdown #Covid_19india #COVID19Pandemic #StayHomeIndia,AmarUjalaNews
2020-05-09 23:58:04+00:00,Thivegen ulhey gothaky 4 faraathun miulheny rayyithun haas kamah vattan. Hurihaa kalemehge halakah eyru vaany India sifain. Covid fathuraneeves hama ehenve.,bullhabey
2020-05-09 23:57:42+00:00,People in the ME community were discussing Quercetin in January. It took me until now to start taking it. I guess because I'm stubborn and have to prove everything again to myself? I also didn't want to spend $$on every random thing that was suggested for COVID.,mi55br00ke
2020-05-09 23:55:20+00:00,"Covid-19: Cases go from 40k to 60k in 6 days, toll crosses 2k after 113 deaths on Saturday - ",gone_india
2020-05-09 23:54:58+00:00,Saludos. Cordiales. No. Queremos. Que. La. Onu. Extablezca. Lavoratorios. Del. Covid 19. y. Tomen. A. Mexico. Como. Conejillo de. Indias. Inoculando. A. La. Poblacion de. Mexico. Como. Lo hicieron. Como. En. Africa. India vietnam. Ect. Mexico. Es. De. Los. Mexicanos ,ulisesc14592577
2020-05-09 23:54:32+00:00,"#IndiaFightsCoronavirus : Snapshot of key statistics, as of yesterday ie 9th May. #Covid_19india #CoronaVirusUpdates #COVID19India",PIB_India
2020-05-09 23:53:49+00:00,"The state government announced on Saturday it will provide FREE Bus Services within #Maharashtra to take migrant workers &amp; other persons including tourists, students—stranded in various parts of the state (except in Covid-19 containment zones) due to India's nationwide lockdown.",jamesgeorge
2020-05-09 23:52:28+00:00,@DrSJaishankar COVID-19 situation. Angola also extended lock down and now 3rd lock down in progress till 25th May 2020. We are not sure about when commercial flights will resume here in Angola or to India.,Narendr28790496
2020-05-09 23:52:22+00:00,"Lynching cow k naam par, Jayshreeram k naam par, Religion k naam par, CAA NRC k naam par, Covid-19 k naam par, Akhir kab tak ye zulm hota rahega masoom begunah logo par. #Muslimphobia_In_India",ORChauhan2
2020-05-09 23:52:17+00:00,दिल्ली में कोरोना संक्रमित मरीजों की संख्या साढ़े छह हजार पार हो चुकी है। @ArvindKejriwal @WHO @DrHVoffice @drharshvardhan @AyushmanNHA @ICMRDELHI @MoHFW_INDIA #CoronaVirusUpdates #CoronavirusLockdown #Covid_19india #COVID19Pandemic #StayHomeIndia,AmarUjalaNews
2020-05-09 23:50:04+00:00,India’s Covid-19 App Is a Privacy Nightmare - Is Aarogya Setu a sophisticated surveillance system under the guise of contact tracing? ,LatinoLdnOnt
2020-05-09 23:49:34+00:00,"Feb. 25: Nancy Messonnier, a senior CDC official, tells reporters that COVID-19 is likely to spread within US communities and that disruptions to daily life could be “severe.” Returning from a trip to India, Trump calls Azar to (17/n)",dlonorse
2020-05-09 23:46:59+00:00,@ShamikaRavi I am doing a study on impact of Covid on IT/Pharma industry in India. thought to check if you are aware of any repository where I can get some specific data. Thanks.,Manisha_M_PhD
2020-05-09 23:45:11+00:00,"Corona is very descent it can enter any religious place, But Not Liquor(wine)Shops. #CoronavirusLiar #Covid_19 #COVID19 #Covid_19india #coronavirus #corona #COVID19India #LiquorShops #liquor #LiquorShop #LiquorFreeIndia #wineshops #Ban_Liquor_In_India #sharabmuktbharat #alcohol",Sufiyantk
2020-05-09 23:44:20+00:00,"Of course we can and we witnessed how he predicted in January about the disaster COVID-19 is going to bring in india if the govt doesn't take it seriously. But Anpadh/Jaahil #Feku didn't care, on 19th March Feku's Jumla Govt said that COVID-19 is not a serious issue in India!",IHTalukdar1
2020-05-09 23:41:33+00:00,"According to UNICEF 29 million babies will be born in South Asia in 9 months after COVID 19, Pakistan will be having highest number after India with 5 million babies. #UNICEF",AsimNawazAbbasi
