0,1,2
2020-05-10 23:56:30+00:00,"Zahid Abdul Majeed, a senior resident doctor at All India Institute of Medical Sciences (AIIMS), put his life at risk to save a #Covid_19 patient on the way to the hospital's trauma center in an ambulance. Well done Kudos ",shafique_08
2020-05-10 23:55:48+00:00,"Sir, By when would these tests be available on demand for the general public across the country ?. By most accounts the population exposed to Covid 19 is far greater than what govt statistics show.",anoopkmt
2020-05-10 23:55:39+00:00,#covidreliefforce #coronavirus #covidindia #StayHomeSaveLives #SaveTheChildren #noneedtasmac @CMOTamilNadu @Vijayabaskarofl Sir please dont open tasmac @sumanthraman,CovidForce
2020-05-10 23:55:26+00:00,"GP musings:-Our Gen-born in 50’s in free India,benefited immensely from globalisation wef mid 80’s.A child born in 2000 wud have heard about GFC in 2008-10,startled by Trump led deglobalisation 2016 &amp; COVID at prime of youth at 20.Feel v sad 4 this Gen!.@ShekharGupta.@dravirmani",GirijaPande
2020-05-10 23:55:17+00:00,ISRO's Gaganyaan: Covid-19 Interrupts Future Of The Mission; Check Details https://www.defenceaviationpost.com/2020/05/isros-gaganyaan-covid-19-interrupts-future-of-the-mission-check-details/ #ISRO #India,India_inSpace
2020-05-10 23:54:53+00:00,Kab gareebi ki baat aati hai to bhakto ko singapore dikhata hai par india ki population nahi Jab covid ke control par indonesia aur doosri country ka example aata hai to bhakto ko india ki population dikhti hai Aisi gyaan ki baatein kaha se inke dimaag mein aati hai,DagaStock4sure
2020-05-10 23:54:31+00:00,India reporta 1.277 nuevos contagios de Covid-19 ,zeinformatica
2020-05-10 23:54:04+00:00,Covid-19 cases surge again in Telangana | Hyderabad News – Times of India ,TechWebking
2020-05-10 23:52:23+00:00,'Govt's firm measures saved India from worst of COVID' https://www.deccanherald.com/national/modi-govts-firm-measures-saved-india-from-worst-of-covid-19-pandemic-bjp-836040.html @deccanherald,Patriot86589254
2020-05-10 23:51:53+00:00,Air India Flight With Stranded Indians From Manila Lands In Mumbai: भारत ने 7 मई से COVID… ,JobsVacancyIN
2020-05-10 23:51:19+00:00,India dispatching medicines to over 25 African countries to fight COVID-19 https://www.thestatesman.com/india/india-dispatching-medicines-25-african-countries-fight-covid-19-1502886457.html via NaMo App,gsrsanthigiri
2020-05-10 23:51:17+00:00,"Technology has been at the forefront of the battle against the pandemic. These technologies would include, medical, advanced & manufacturing technology that would prepare India for the post Covid-19 time.",LakraRakshit
2020-05-10 23:50:40+00:00,"Five Air India pilots test positive for Covid-19 | Covid-19: एयर इंडिया के पांच पायलट कोरोना पॉजिटिव, कुछ दिन पहले ही चीन से लौटे थे ",HindiNewsLates1
2020-05-10 23:49:41+00:00,"E o que dizer sobre a Índia? Mais de 1,3 bilhão de habitantes e 2.212 mortes por covid-19. ",Gui_outeiro
2020-05-10 23:49:32+00:00,"Raghaveshwara Bharati your advice is foolish don't misguide people. Who eat Beef majority Muslims. It helps Hindus to receive Blood Plasma and Hindus are cured during Covid-19. India is biggest exporter of Beef, the Contracter of sloter house is Hindu not Muslims. ",cdoinaction
2020-05-10 23:49:09+00:00,STRATEGIES #IndianRailways #India #IRCTC #COVID19India #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19 https://tradingeveryday.com/,TradingEveryDay
2020-05-10 23:48:37+00:00,"India’s doubling rate, spread containment remarkable: WHO Covid-19 special envoy #COVID19India #COVID19 #COVIDー19 https://indianexpress.com/article/india/indias-doubling-rate-containment-of-spread-who-covid-19-special-envoy-david-nabarro-6403620/ @IndianExpress",samarjityadav
2020-05-10 23:48:13+00:00,"Benchmarked at 60,000+ COVID cases, recovery rate of patients in India is much higher than the other countries who have been severely hit by the pandemic. We thank our dedicated Corona Warriors for their exemplary services. #IndiFightsCorona #ThankYouCoronaWarriors",SURAJGR2
2020-05-10 23:48:08+00:00,9 Delhi Police personnel test positive for Covid-19 | Delhi News – Times of India https://gadgetprep.com/9-delhi-police-personnel-test-positive-for-covid-19-delhi-news-times-of-india/,gadgetprep
2020-05-10 23:48:00+00:00,Indian Railways to partially begin services from May 12.. #IndianRailways #India #IRCTC #COVID19India #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19,TPE_connect
2020-05-10 23:45:58+00:00,"South Korea is facing problem similar to India's Tableeghi Jamaat. I hope the media over there is not homophobic. ""Fears of homophobic backlash sparked as Korean media focus on gay club COVID-19 case"" ",DrMufasa
2020-05-10 23:45:32+00:00,4296. Yesterday the covid spike in India saw the highest jump in a day so far. Effect of Poor planning before lockdown is manifesting itself out. Heedless relaxation by various states would only add to the misery. ,Ajay2916
2020-05-10 23:44:09+00:00,"Daily COVID India update. Large jump in cases today, thanks to MH and Delhi not reporting yesterday. ",teasri
2020-05-10 23:42:54+00:00,"Vitamind D study. Vitamin D Level of Mild and Severe Elderly Cases of COVID-19: A Preliminary Report 18 Pages Posted: El James Glicio GP, New Delhi, Delhi, India, Date Written: May 5, 2020",BErickson_BIO
2020-05-10 23:42:04+00:00,Indians to lead in post-Covid adoption of e-#Payments: Study - Times of India ,SaeedBaygi
2020-05-10 23:41:45+00:00,"Despite COVID-19, hopefull that Monsoon Session of Parliament begins on time, says Speaker Om Birla | India News https://www.news4nations.com/index.php/2020/05/10/despite-covid-19-hopefull-that-monsoon-session-of-parliament-begins-on-time-says-speaker-om-birla-india-news/",news4_nations
2020-05-10 23:39:25+00:00,COVID-19: India displays its maritime might in response to China’s moves in Indian Ocean (May 10) ,vinhlhq2015
2020-05-10 23:37:02+00:00,"Conflict and heavy floods force tens of thousands of people to flee their homes in Somalia, amidst COVID-19 threat - India Education Diary ",lasoco
2020-05-10 23:35:22+00:00,India’s COVID Crackdown In Kashmir &amp; The Benefits Of A Multi-Polar World... https://youtu.be/DZNXdYQU5aY via @YouTube #India #Kashmir #CDC #WHO #Covid_19 #Coronavirustruth,MaggottyBread
2020-05-10 23:32:52+00:00,I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. https://www.pmcares.gov.in/en/share_upi/52100001066631.789F7086CEB7A2E38B6C595DF44AC65F Join the movement &amp; contribute at http://pmcares.gov.in..! #IndiaFightsCorona,BargeLokesh
2020-05-10 23:32:38+00:00,India is INDEPENDENT &amp; UN-DEPENDED country. It becomes worse when it becomes dependent. India is safe as long as @narendramodi will be our PM. #COVID19India #BJP #COVID #coronavirus,Royal3335
2020-05-10 23:32:37+00:00,Europe has made standards relevant for covid available freely https://www.cencenelec.eu/News/Press_Releases/Pages/PR-2020-003.aspx,euprojectsesei3
2020-05-10 23:32:00+00:00,"Citizens are not fools. 7.9% popularity, i e., some other is having 92.1% popularity, you are discouraging MODI. White House twitter unfollowed Mr. Modi Namastey Trump happened inspiteoff COVID19. GOI invited Tableegi to India.10% of COVID+ve /100test's made. Is it popularity.",DthsRafeeq
2020-05-10 23:29:28+00:00,Covid warriors of India - national website celebrating those on the frontline. Nice idea IMHO https://covidwarriors.gov.in/,ssharwood
2020-05-10 23:29:17+00:00,New guidelines for recording Covid-19 deaths released – india news ,allaboutbelagav
2020-05-10 23:26:28+00:00,"@PMOIndia @narendramodi Dear prime minister of India , kindly reveal the total funds collected in prime Minister releef fund and how much did you spend on covid 19.. It's my right to know the details",OVEZNAIZ
2020-05-10 23:21:09+00:00,"Worlds 6 most populated countries and COVID deaths. 1.5B China - 4633 1.3B India - 3277 330M US - 80,000 MAGA 264M Indonesia - 973 211M Brazil - 10,741 195M. Pakistan - 700",MadiBoity
2020-05-10 23:20:41+00:00,COVID 19 deaths in India stand at 2173. I will add these 64 to the COVID 19 Deaths. ,Shashankrdmptn
2020-05-10 23:20:36+00:00,"India’s COVID-19 Response: Modi's masterstrokes are a form of fascist shock therapy - The Polis Project, Inc https://thepolisproject.com/indias-covid-19-response-modis-masterstrokes-are-a-form-of-fascist-shock-therapy/#.XriMP0KCkCc.twitter via @project_polis",Roustab58496993
2020-05-10 23:20:33+00:00,Must watch this video and plz Retweet so that everyone can understand what government has done for the people of India. Absolutely nothing. @INCIndia @LambaAlka @Radhika_Khera @HansrajMeena #coronavirus #COVID #गिरिराज_भगोड़ा_है #गिरिराज_हैंडल_पब्लिक_कर #गिरिराजजी_आप_कहाँ_हो,a_fearless_hero
2020-05-10 23:19:26+00:00,@MoHFW_INDIA My wife is in her 37th week of pregnancy &amp; hospital has asked her to go for Covid test. Could you please advise if this is been made mandatory by the Government that every pregnant woman who will be admitted in hospital for delivery must go through Covid test?,sandesh_prasad1
2020-05-10 23:19:16+00:00,Covid forces India to rejig FCA weightages ,TodaysNews24x7
