0,1,2
2020-04-02 23:56:09+00:00,Covid-19 in India: Nearly 65% of 544 new all-India cases linked to Tablighi Jamaat’s event in city | India News - Times of India ,sanjaymathgaon
2020-04-02 23:54:45+00:00,Covid-19 in India: Nearly 65% of 544 new all-India cases linked to Tablighi Jamaat’s event in city https://timesofindia.indiatimes.com/india/covid-19-in-india-nearly-65-of-544-new-all-india-cases-linked-to-tablighi-jamaats-event-in-city/articleshow/74958094.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi,trideepsahu
2020-04-02 23:53:20+00:00,COVID-19: India’s fielding coach Sridhar contributes Rs 4 lakh https://onlyhindinewstoday.com/covid-19-indias-fielding-coach-sridhar-contributes-rs-4-lakh/,RaghavS49394362
2020-04-02 23:53:18+00:00,Covid-19 in India: Nearly 65% of 544 new all-India cases linked to Tablighi Jamaat’s event in city | - https://mellonpost.com/covid-19-in-india-nearly-65-of-544-new-all-india-cases-linked-to-tablighi-jamaats-event-in-city/,mellonpost
2020-04-02 23:53:18+00:00,Covid-19 in India: Nearly 65% of 544 new all-India cases linked to Tablighi Jamaat’s event in city | - https://mellonpost.com/covid-19-in-india-nearly-65-of-544-new-all-india-cases-linked-to-tablighi-jamaats-event-in-city-2/,mellonpost
2020-04-02 23:52:23+00:00,Operation Sanjeevani: India sends 6.2 tonnes of medical assistance to Maldives amidst COVID crisis https://www.wionews.com/south-asia/operation-sanjeevani-india-sends-62-tonnes-of-medical-assistance-to-maldives-amidst-covid-crisis-290128 @wionews,bhakt4ever
2020-04-02 23:51:22+00:00,"Covid-19 in India: Common, staggered lockdown exit plan needed, says PM Modi http://toi.in/z4fmAa/a24gk via @timesofindia",RSRINIVASABABU1
2020-04-02 23:51:19+00:00,DRDO develops bio suit with seam sealing glue to keep health professionals fighting COVID-19 safe https://www.indiastrategic.in/2020/04/02/drdo-develops-bio-suit-with-seam-sealing-glue-to-keep-health-professionals-fighting-covid-19-safe/ @DRDO_India #StopTheSpreadOfCorona #COVID2019india #IndiaBattlesCoronavirus #COVID19Pandemic #IndiaFightsCarona #news #coronanews,IndiaStrategic
2020-04-02 23:51:11+00:00,‘No Democracy Is Fighting Covid-19 Pandemic By Gagging Its Media’: Editor’s Guild Of India To Centre http://amyrudigital.com/2020/04/02/no-democracy-is-fighting-covid-19-pandemic-by-gagging-its-media-editors-guild-of-india-to-centre/,AmyruDigital
2020-04-02 23:50:59+00:00,@JustinTrudeau @CBCTheNational @CTVNews @globalnews https://www.msn.com/.../too-many-canadians.../ar-BB1256aG... MR. TRUDEAU should have declared total curfew or a lock-out in Canada way before COVID 19 started spreading like wild fire just like the PM of India imposed total curfew on 1.3 billion people.,gtsp1234
2020-04-02 23:50:37+00:00,Narendra Modi (@narendramodi) Tweeted: Had an extensive interaction with Chief Ministers of various states. The Centre and all the states are working in close cooperation to battle the COVID-19 menace. We are doing everything possible to ensure a healthy India.,JayantaChangm10
