0,1,2
2020-04-08 23:59:46+00:00,Fr Bombay India DST approves funding for developing a gel for nasal passage as prevention for COVID 19 https://pib.gov.in/PressReleseDetailm.aspx?PRID=1612161#.Xo5lQuu0I80.twitter,BigLance111
2020-04-08 23:59:44+00:00,देश में कोरोना संक्रमित मरीजों की संख्या लगातार बढ़ रही है। @WHO @MoHFW_INDIA @drharshvardhan #Coronavirus #Covid_19india,AmarUjalaNews
2020-04-08 23:59:05+00:00,How India’s behemoth railways are joining the fight against Covid-19 http://dlvr.it/RTRCRv,AfricanPeacemag
2020-04-08 23:59:04+00:00,"Tomorrow, April 9 on #TEDConnects at 12 pm ET we’ll chat with social entrepreneur Gayathri Vasudevan who will explain how COVID-19 is affecting India &amp; journalist @FareedZakaria will give us a bird-eye view on the global pandemic. What should we ask them? http://t.ted.com/1R3r8Co",TEDTalks
2020-04-08 23:59:03+00:00,How India’s behemoth railways are joining the fight against Covid-19 http://dlvr.it/RTRCRJ,Worldnews_Media
2020-04-08 23:59:02+00:00,"Angka Kematian 149 Orang Akibat Covid-19, India Wajibkan Penggunaan Masker ",bisnisindgroup
2020-04-08 23:58:47+00:00,"Extended lockdowns across the world are not a sustainable solution. I am % positive that India has been exposed to Covid since Jan. Given the density, there is no way it hasn’t spread in India unless there is something which is making people immune 1/2",mehtaranjan
2020-04-08 23:58:41+00:00,"Govt of India has approved centrally funded 'India Covid-19 Emergency Response and Health System Preparedness Package' with objective of strengthening national and state health systems; to be implemented in 3 phases from January 2020-March 2024, Sources @ANI #CoronavirusOutbreak",DigitalSumit
2020-04-08 23:53:54+00:00,#Covid_19 #NBAQuarantine Day 28 — Bernie Sanders ends presidential campaign Pollution levels in India’s smog-choked cities have dropped remarkably New York has more confirmed cases than any other *country* in the world S&amp;P500 jumped another 3.5%,AriHoopsWagner
2020-04-08 23:53:33+00:00,BBC News - How India’s behemoth railways are joining the fight against Covid-19 ,FranciaGalea
2020-04-08 23:49:50+00:00,#covid-19 prices of all essencials are increased more than 30% what next india is miserably locked situation miserable very worst I thought I will cope very large number of patients with no medical facililities almost all clinic are closed I am &amp; others r suspecting them &amp; others,mnjnths
2020-04-08 23:48:18+00:00,Hundreds of Nepalese stuck at India border amid COVID-19 lockdown,trustdtravelr
2020-04-08 23:47:43+00:00,Ele fechou acordo com o primeiro-ministro da Índia pra comprar as matérias-primas para a fabricação de mais cloroquina. Porque aparentemente um médico deu isso pros pacientes e ele se convenceu de que é a cura para a Covid-19. A irresponsabilidade é gritante.,FSaker
2020-04-08 23:46:43+00:00,US President #DonaldTrump renewed his attack on the World Health Organization (#WHO) as he said that the US will make a determination on WHO funding. #COVID ,ians_india
2020-04-08 23:45:47+00:00,"""Please quarantine politicizing #COVID. If we want to win, we shouldn't waste time pointing fingers,"" World Health Organization (#WHO) Director-General Tedros Adhanom Ghebreyesus urged here, saying ""Unity is the only option to defeat this virus.""",ians_india
2020-04-08 23:45:23+00:00,"- parabéns ao dr kalil - falou com o primeiro-ministro da Índia e vai chegar matéria-prima da hidroxicloroquina até sábado pra tratar covid-19, malária, lupus e artrite - a partir de amanhã o pgto do auxílio emergencial de 600 reais para informais",abmrqs
2020-04-08 23:45:18+00:00,"Estamos salvos! O Presidente da República Federativa @jairbolsonaro comprou insumos oriundos da Índia para produção de mais hidroxicloroquina. Respiradores e máscaras não precisamos pelo jeito, porquanto encontramos o remédio para o COVID-19, o Câncer, HIV, fome, miséria etc.",welingtondiogo
2020-04-08 23:45:13+00:00,Ask leaders to make #BehavioralScience core #education RT @NeelaSaldanha: Great resource on #Covid-19 #BehavioralScience interventions for #India from the amazing @CSBC_AshokaUniv. So proud… https://twitter.com/i/web/status/1248024296829661184,ScalarHumanity
2020-04-08 23:45:00+00:00,India: Gemelos nacieron en cuarentena y padres los llamaron Corona y Covid | Coronavirus ,tromepe
2020-04-08 23:44:58+00:00,Vários países fazendo esforços para comprar equipamentos médicos e testes de covid-19 da China e o vagabundo do Bolsonaro anuncia que “firmou compromisso” com o Primeiro Ministro da Índia para importar matéria prima para aumentar a produção de hidroxicloroquina.,brllima
2020-04-08 23:44:44+00:00,BBC News - How India’s behemoth railways are joining the fight against Covid-19 ,MrsLLJohnson
2020-04-08 23:43:59+00:00,rt @wef @mikequindazzi @antgrasso @fisher85m COVID-19: How India's government and businesses can lead http://bit.ly/3dveV08,DigitalRetweet
2020-04-08 23:43:55+00:00,"Discurso de Bolsonaro mais tranquilo, onde o presidente anuncia parceria com a Índia na produção do hidroxicloroquina, e medidas anunciadas para combater tanto o COVID-19 e a economia.",GLEIDSONMENDE15
2020-04-08 23:43:38+00:00,Should the #Lockdown be extended in #India ? #NarendraModi #PMCaresFunds #PMModiOnCorona #PMModi #COVID #Covid_19india #coronaupdatesindia #coronavirusinindia #Lockdown21 #April15Suspense #COVIDー19 #CoronavirusLockdown #Delhi #TableeghiJamaat #ChineseLiedPeopleDied #StayAtHome,daily_pol1
2020-04-08 23:43:09+00:00,"“US President Donald Trump has said the US could ""retaliate"" if India does not release stocks of a drug he has called a ""game-changer"" in the fight against Covid-19.”",JayMax74755726
