0,1,2
2020-05-25 23:59:30+00:00,Drones come to rescue as Covid-19 pins down Irish service sector - Times of India https://standaside.us/drones-come-to-rescue-as-covid-19-pins-down-irish-service-sector-times-of-india/,standasidehost
2020-05-25 23:59:10+00:00,Migrants account for 60% of active Covid cases in UP | India News ,Telegraphindia1
2020-05-25 23:58:50+00:00,"This may become the new normal in India. No money, no work, lockdown continues. If not CoVid hunger will kill.",KnottedBraid
2020-05-25 23:58:24+00:00,"How covid-19 is conatain in nagpur, in my office there is less space to sit,my owner did not give us a april month sallery, we dont have money, he is calling forcibly in office, some people live near coantainment zone. No space for social distancing",Amitkam13136973
2020-05-25 23:57:26+00:00,"Asia Markets Stockmarket As Covid-19 Disrupts Global Supply Chains, Will Companies Turn to India? https://www.elite-investor.com/asia-markets-stockmarket-as-covid-19-disrupts-global-supply-chains-will-companies-turn-to-india/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=asia-markets-stockmarket-as-covid-19-disrupts-global-supply-chains-will-companies-turn-to-india&amp;utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=asia-markets-stockmarket-as-covid-19-disrupts-global-supply-chains-will-companies-turn-to-india",InvestorElite
2020-05-25 23:56:00+00:00,"2. While Trump golfed, held campaign rallies and vacationed in…er “worked” from Switzerland and India, China built dedicated hospitals in record time to treat Covid-19 patients. Trump could’ve learned from this and built such facilities in New York. ",Khanoisseur
2020-05-25 23:51:15+00:00,"A Índia tem um protocolo de uso profilático da #hidroxicloroquina para profissionais de saúde e pessoas assintomáticas expostas a familiares COVID+. Recentemente, expandiu o uso da medicação. Pergunte se os médicos tb estão prescrevendo precocemente para os pacientes.",FalaMargareth
2020-05-25 23:49:15+00:00,"On a Day When India’s Covid-19 Tally Quadruples, Himachal Pradesh Extends Lockdown Till June 30 ",TimesofNewsHUB
2020-05-25 23:48:41+00:00,"Most of the people in India are going home but some of them are not.. In this Cov19 pandemic Police, Healthcare professionals and others are serving country on frontline. He is one of them, on the way towards Chennai @Sagar_Sur Bro #IndiaFightsCorona #Nagpur #Chennai #Covid_19",kshitijsur
2020-05-25 23:46:39+00:00,Do you guys think Gauhar Khan is the most toxic person on twitter? #India #COVID__19 #coronavirus #JaiHind,BehalPushkar
2020-05-25 23:45:35+00:00,Get the latest update on #COVID-19 State wise cases in India. Subscribe to Telegram channel.https://t.me/covidindiatracker #COVID19india #coronaupdatesindia #CoronaUpdates #CoronaUpdatesInIndia #CoronaVirusUpdates #CoronavirusIndia #COVID19,covidindia19
2020-05-25 23:45:30+00:00,"Especially in the times, when #China is out of danger of Covid-19 &amp; #India is engaged badly. #China stuck in global pressure, but it is opening first war front with #India on #Indian border. Sir, ye border issue kitna sahi kitna galat hai. Thoda Roshni dalo na, youtube channel pe",RJ_RishiJain
2020-05-25 23:44:06+00:00,India is concentrating on COVID 19 otherwise it would have taught lesson - ,Mohan1963K
2020-05-25 23:43:51+00:00,"14 new Covid-19 cases in Noida, tally climbs to 359 | Noida News – Times of India ",THETIMEPRESS1
2020-05-25 23:43:11+00:00,"Air travel resumes with hiccups, schools to open in July as India reports 10th highest Covid-19 cases in world https://pknewz.com/air-travel-resumes-with-hiccups-schools-to-open-in-july-as-india-reports-10th-highest-covid-19-cases-in-world/",AliAkbar_07860
2020-05-25 23:43:02+00:00,"Fighting Stigma : Asia-Pacific Coronavirus News: Japan lifts state of emergency completely, India records about ...: NEW DELHI -- India's health ministry Monday morning said 154 new deaths due to COVID-19, besides fresh 6,977 positive cases were… http://dlvr.it/RXLPl0",PairsonnalitesU
2020-05-25 23:43:01+00:00,"Air travel resumes with hiccups, schools to open in July as India reports 10th highest Covid-19 cases in world ",netamakerIndia
2020-05-25 23:42:52+00:00,"British Muslim Detained in Indian Prison Sohail Hughes has been detained in #India since March, accused of spreading coronavirus &amp; violating visa regulations. - Passport Seized - Denied Bail - Tested Negative for Covid-19 Petition: https://www.change.org/p/home-office-bring-sohail-hughes-home?recruiter=1092128940&amp;utm_source=share_petition&amp;utm_medium=copylink&amp;utm_campaign=tap_basic_share #BringSohailHome",KhaledIbnW
2020-05-25 23:40:43+00:00,#Covid__19 #StaySafeStayHealthy as the #SisterhoodofSewingMachines #SHGDidis #Narayanpet create #Wealth2Women @harichandanaias by #EachOneReachOne for which even Ronaldo @Cristiano would appreciate Together we can beat China @PIB_India @MIB_INDIA ,ShekarTesla
2020-05-25 23:40:33+00:00,"In India’s Covid-19 testing strategy, a hard push from PM Modi and a dose of reality – india news – Hindustan Times ",oldandgrumpy56
2020-05-25 23:39:50+00:00,WHO Suspends Clinical Trail Of Hydroxychloroquine For Covid-19 Cure Days After India Expands Use ,Arupkhan14
2020-05-25 23:39:31+00:00,"Well, if you want culture and muscles...Extraction on Netflix. I did miss my Vacation in India last month, thanks COVID ",KatherineGran2
2020-05-25 23:39:21+00:00,Muslims Celebrate Eid Al-Fitr in India Amid Covid-19 Fears ,genadamedia
2020-05-25 23:39:09+00:00,Coronavirus Outbreak: China To Evacuate Its Citizens from India Amid Rising Covid-19 Cases ,TodaysNews24x7
2020-05-25 23:38:12+00:00,India among 10 worst-hit Covid-19 nations as coronavirus cases near 1.40 lakh ,Rohitku41832481
2020-05-25 23:38:00+00:00,"Is it just Ironic or is it signalling to something else that is coming is going to be more serious than Covid - 19;a war or maligning India’s global image of not containing the spread. China doesn’t cares for it’s own citizens in China,so the question arises; What is the Motive?",lakhanijagdish
2020-05-25 23:37:04+00:00,"Minha prima tá internada com covid e vai ser transferida pra sp pq não tem mais leito aqui, espero que vcs tenham a noção que se contrair vai pra outra cidade e só Deus sabe como vai ficar a situação",India_280
2020-05-25 23:36:11+00:00,India likely to join Top 10 COVID clubs globally. Total number of #coronavirusinindia cases passed 1.4 Lakhs. #coronavirus,Amaresh03335514
2020-05-25 23:36:00+00:00,Coronavirus lockdown separated five-year-old from mother for 3 months..... #India #Delhi #Bangalore #Lockdown #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID #COVID19 #COVID2019 #COVIDー19,TPE_connect
2020-05-25 23:35:48+00:00,"Covid: Serosurvey in 10 hotspot cities, 60 other districts to determine community transmission | India News – Times of India ",IndiaNe81732983
2020-05-25 23:35:27+00:00,"Covid: Serosurvey in 10 hotspot cities, 60 other districts to determine community transmission | India News – Times of India ",nncnewsmedia
